LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default_payment_next_month
90000,2,1,1,27,-2,0,1,0,0,0,0,30591,34667,26100,37797,34194,0,17360,5119,19721,35933,33374,0
50000,1,1,1,47,0,0,0,0,0,3,21814,22443,18717,16406,21272,20325,6388,15073,4874,12756,11437,5848,0
70000,1,2,1,26,0,0,1,0,-1,1,32953,32540,32863,30609,34256,29041,29152,19945,7005,13973,27681,4117,0
60000,1,1,1,24,0,0,0,0,0,0,10959,13006,10491,11731,9904,11842,8386,9582,10119,3493,8323,10643,0
20000,2,3,1,29,0,0,0,-2,0,1,4626,3965,3934,0,3028,4477,2399,957,2793,0,2329,1596,0
190000,2,2,1,29,0,0,0,1,0,-2,156078,152009,135175,128594,131759,0,106215,37687,119397,19690,100559,0,0
30000,2,3,2,25,1,0,2,2,1,1,13187,15259,13030,15746,11615,10860,717,3869,221,2657,3810,4231,1
300000,2,3,2,26,0,0,1,-2,0,0,75226,59373,78090,0,71606,86008,62650,35203,1921,0,33498,65701,1
280000,2,2,2,37,0,0,0,-1,-1,-1,98390,84327,96497,80561,91553,85406,83961,73893,63951,78757,37670,80127,0
90000,2,3,1,35,0,0,0,0,0,0,40697,50680,52039,43099,42184,45705,27875,33216,37092,20268,31313,39253,0
80000,2,2,2,34,2,1,2,2,0,0,33576,29971,29542,25126,33285,27868,70,929,1359,9054,14262,10970,1
30000,2,2,1,44,0,0,0,-2,0,0,1884,3000,2684,0,2641,2207,971,1772,2151,0,2066,2000,0
60000,2,2,1,50,-2,-1,-2,-1,-1,-1,0,4752,0,4556,3786,4638,0,4024,0,4301,3185,2775,0
50000,1,2,1,26,2,0,1,0,1,1,19399,29997,15559,21257,22727,21722,1222,29023,2233,13212,1411,330,1
190000,2,4,2,37,-1,0,0,0,-1,-2,70101,53571,53920,61270,64743,0,37495,48687,37120,46160,40851,0,0
270000,2,1,2,41,-1,0,-2,-2,-1,-1,73189,63490,0,0,70900,57817,54251,56375,0,0,47591,45885,0
50000,1,2,2,27,0,0,0,0,1,0,26460,25279,38657,41483,30873,25513,8244,15947,27971,25128,6388,17137,1
190000,2,1,2,31,-2,-2,1,0,-1,0,0,0,130072,140889,97377,111338,0,0,1992,120506,63527,19760,0
220000,2,1,1,44,-2,0,0,0,0,-1,0,55965,69240,68001,65852,64836,0,49482,37314,37058,44379,36868,0
50000,2,3,1,36,0,0,-1,-1,-1,-1,14500,15331,15989,12494,16805,12343,5441,4193,7254,3644,13353,1431,0
170000,2,2,1,36,0,-1,0,0,-1,-1,6789,9476,8052,10458,8237,9632,6051,7400,5027,9057,4385,6786,0
90000,1,2,2,32,1,1,1,1,0,0,12983,11084,8879,8387,11201,11395,3381,1749,624,1676,3390,7182,0
30000,2,2,1,44,0,0,0,1,-2,1,11112,12680,11851,10046,0,8867,9225,10049,6385,187,0,755,0
150000,2,2,2,26,-2,-1,-2,-1,0,0,0,43586,0,52255,41178,40870,0,32026,0,28712,33865,31282,0
80000,2,1,2,57,0,0,0,-1,-1,-1,2150,2568,2484,2500,1994,1941,1231,1878,1187,1841,533,725,0
50000,1,3,1,33,0,0,0,0,0,1,36583,30697,36863,40468,27409,33377,20796,11437,25374,35446,11792,2953,1
190000,1,2,2,30,0,-2,-1,-1,-1,-1,78611,0,80810,94212,65655,87703,45771,0,57591,64349,28616,27005,0
210000,2,3,1,39,0,-1,0,-1,-1,-1,27652,30637,23036,30378,32446,34365,18826,23297,6841,23045,30473,25540,0
50000,2,2,1,41,-1,-1,-1,-1,-1,0,20019,18174,19425,20646,18621,15228,11954,14706,6016,16580,16542,10928,0
190000,1,2,1,34,0,0,-2,-2,0,0,55969,64423,0,0,60736,59580,48112,52067,0,0,51848,47601,0
60000,1,1,1,38,-1,-1,0,0,0,0,8261,6002,6958,6345,8465,7900,5363,5264,4971,5498,2285,7051,0
70000,1,2,2,28,0,1,1,0,0,-1,52968,44047,47595,50233,46562,58461,39771,291,569,12739,20088,13940,1
80000,2,1,1,31,1,-1,0,0,0,1,67145,58209,70417,52324,70674,64394,2936,34840,37357,44955,63296,13259,1
40000,1,2,2,30,0,0,0,0,0,0,1844,1566,1483,1426,1375,1321,1658,1066,423,201,910,727,0
80000,2,2,1,31,0,1,0,0,0,0,7004,6929,7083,6543,5933,5331,4900,1263,4283,1181,5364,3673,0
50000,2,2,1,36,-1,0,0,0,-2,-1,41949,40254,36493,32446,0,35701,39723,28783,22990,14480,0,12650,1
130000,1,1,1,39,0,0,-2,0,0,0,63371,43582,0,48652,52379,54898,32846,38148,0,38695,35204,21761,1
70000,2,3,2,38,0,1,-2,-2,0,-2,26183,25537,0,0,29575,0,12567,1465,0,0,19306,0,0
190000,1,2,2,45,1,0,0,-2,0,0,176660,151920,167030,0,191051,149540,7898,62190,133915,0,101585,103949,0
60000,2,1,2,34,1,0,0,0,-1,-1,12336,9750,10429,6458,8197,8579,829,8871,8774,4545,7284,7750,0
110000,2,3,1,29,-1,-1,-1,-2,0,0,28034,28800,23832,0,25651,24728,19814,21132,12037,0,20612,18398,0
60000,1,2,2,50,1,0,-1,-1,-1,-1,47276,39545,39373,33913,37239,27668,17763,33343,27756,8721,25792,23853,1
100000,1,2,1,37,0,0,0,0,-2,0,7742,9827,11505,8144,0,8138,5672,8054,9785,3532,0,5550,0
130000,2,2,2,40,0,0,-1,0,0,0,70901,78963,85378,98182,82013,65362,52745,50840,57713,61139,38071,21226,0
100000,1,1,1,33,0,-2,0,-1,0,-1,33078,0,32654,36505,31791,39980,17768,0,17618,22737,5577,35358,1
280000,1,1,1,35,0,0,0,0,-1,-1,147845,155757,116838,124909,111798,130281,125418,147908,101810,31704,41089,113599,0
80000,2,2,2,36,0,0,-2,0,-2,1,32331,37132,0,35047,0,31158,14614,22030,0,14020,0,1535,0
190000,1,2,1,59,-2,0,0,0,0,0,0,28774,28774,37481,29829,28001,0,12987,21087,15057,13163,24773,0
370000,2,1,1,37,0,0,0,0,0,-2,61990,54480,49132,44603,46724,0,42343,49496,16843,44318,41991,0,0
60000,1,3,2,30,0,-2,0,-1,-1,0,11287,0,12727,12149,11070,11359,9149,0,12427,4909,8702,8557,0
390000,2,1,2,22,0,0,-2,-1,-1,-1,163466,179003,0,179505,163898,177888,122750,95537,0,134559,106017,158785,0
40000,1,1,1,35,-2,1,0,-2,0,-2,0,17732,13736,0,17033,0,0,540,7550,0,7376,0,0
70000,1,2,1,45,1,0,0,0,1,2,28888,33722,30145,28594,33732,32390,6556,20799,5961,25712,4575,883,1
100000,1,1,1,27,-1,-2,-1,-1,-1,-1,2796,0,2565,2226,2219,2077,1412,0,2279,1053,1133,1491,0
50000,1,2,1,35,-2,0,-1,-1,-2,-1,0,16582,11119,10958,0,13527,0,14363,10196,5515,0,6781,0
50000,1,3,2,46,0,1,1,0,-2,0,23421,15382,15999,20243,0,24441,7263,557,1771,10328,0,20777,1
130000,2,1,2,32,0,0,0,0,1,0,74093,80589,59007,74330,56774,60763,58361,52296,10304,63858,17512,7218,0
20000,1,2,2,42,2,1,1,0,0,1,7332,7227,6777,6235,9024,5834,1115,492,683,3598,7559,131,0
50000,2,2,1,33,0,0,0,1,0,0,16041,17679,20919,16661,18728,14988,6913,9259,7713,177,11727,11066,0
40000,2,4,2,33,0,0,-2,2,0,0,10715,11546,0,10038,11567,11150,5154,2907,0,2833,10973,8766,0
90000,2,2,2,39,1,0,0,0,0,0,52870,40848,40636,48829,39166,42018,4783,17091,19680,13429,20748,25245,0
60000,1,2,2,24,0,-2,-2,0,0,0,14456,0,0,14665,14545,16511,5856,0,0,12445,6933,9219,0
280000,2,2,1,51,0,1,1,1,1,0,120794,115394,101523,117855,102599,115746,67222,21727,15094,9875,2170,57966,0
90000,2,2,2,54,1,1,0,0,0,-1,40443,57637,42330,47341,42168,37814,1932,14433,27338,23198,9760,31682,0
30000,2,4,2,25,1,0,0,1,0,-2,10498,8728,9748,9987,8789,0,227,7734,6566,1316,8389,0,0
100000,2,2,1,29,0,-2,-2,-1,-1,-1,39013,0,0,40090,35691,32181,36064,0,0,23546,21459,17505,0
50000,1,1,2,34,0,0,-2,0,0,0,8807,7739,0,6771,8123,6887,1244,6550,0,4164,5202,3879,0
80000,2,2,2,49,0,-1,0,0,0,0,33719,25416,24653,28079,24044,22294,25581,17068,20124,4140,6908,19409,0
40000,2,1,1,36,0,-1,-1,-1,-1,-1,11156,7273,9375,10989,7431,8712,9333,4394,8478,3348,2686,6497,0
200000,2,2,2,32,0,-1,-1,-1,-1,-1,37779,51400,34323,39946,38628,32202,35375,26482,25330,32617,22212,16217,0
60000,1,3,1,39,0,0,0,0,1,0,6165,6095,6631,6895,7332,5081,6024,4430,4019,995,134,766,1
180000,1,1,2,28,0,-1,0,0,0,-1,80610,65342,69112,91997,74863,55966,68188,30215,16834,66556,32722,26034,0
50000,1,1,2,45,-1,0,0,0,0,0,16887,20451,21576,23528,25320,16997,13307,11902,18282,10082,19396,13317,0
50000,2,3,2,32,2,1,-2,-2,-2,0,41902,26036,0,0,0,32971,5598,471,0,0,0,27246,1
40000,1,1,1,39,1,1,1,-1,-1,0,5958,6350,5956,7523,6842,6686,325,460,343,3422,6553,3724,0
80000,1,2,1,37,0,0,0,-2,1,2,21831,16906,21226,0,24390,19593,3668,10897,16380,0,211,2065,1
40000,2,1,1,35,-1,0,-1,-2,0,0,5858,5113,4960,0,6494,6340,4915,2782,4364,0,6335,2981,0
60000,1,2,1,29,2,0,0,0,0,0,43925,46722,32402,29095,35266,30470,4812,35054,8866,22129,14886,24130,1
30000,2,2,1,25,0,0,0,2,1,-2,4741,4168,4069,4394,5400,0,2930,3900,3217,414,874,0,0
80000,2,3,1,38,1,1,1,1,1,-2,8987,13058,10399,16580,13951,0,205,1651,253,1658,1074,0,0
120000,2,1,1,47,1,2,2,0,-1,-1,69349,74834,88865,74333,95848,66183,10622,3599,7075,31398,58997,56507,0
190000,2,2,1,44,-1,0,0,0,0,2,112190,89251,102672,98387,90909,84813,74340,46878,98941,36649,32265,6784,0
40000,1,2,1,36,0,-1,0,0,-2,-1,22409,34970,23956,29808,0,27413,8921,12039,16882,21745,0,15455,0
100000,2,2,2,43,0,0,-1,0,0,-1,68921,53549,68146,49366,43164,53116,16424,22872,38236,26966,41468,16606,0
110000,2,1,2,36,1,-2,-1,-1,-1,-1,49898,0,48318,58112,51932,64580,1241,0,12726,27862,34050,31895,0
50000,2,4,1,34,0,0,0,0,0,0,16999,15028,15956,18754,16228,17613,15522,9998,6158,7237,9317,7722,1
200000,2,2,1,25,0,-2,0,0,-2,1,70091,0,82541,94936,0,118378,60666,0,77751,66190,0,33826,0
60000,1,2,1,46,-1,-1,0,0,-2,-1,18878,16827,24783,21456,0,20269,7288,11350,23843,20544,0,6955,0
70000,2,1,2,33,0,0,0,0,-2,-1,18496,19146,20620,19146,0,17239,16640,15656,6800,7490,0,9447,0
600000,2,2,1,41,-1,-1,-1,-1,-1,0,87574,94819,98137,91312,75682,95802,45784,39860,74272,38586,25940,71261,0
370000,1,1,1,39,0,1,-2,0,0,0,68872,70238,0,43279,45683,42772,49092,646,0,37676,39257,35991,1
150000,1,2,1,44,0,0,0,0,-1,-1,24081,19837,16224,21837,21994,13347,13839,14749,15355,5084,6903,8815,0
170000,2,1,1,32,0,0,-1,0,-1,-1,89218,86309,64419,80508,66558,94856,41818,38535,48441,27106,43210,85496,1
60000,1,3,2,40,0,0,-2,0,0,1,18797,19774,0,18272,15425,15160,10290,11568,0,9070,12819,364,0
140000,2,1,1,31,-1,0,0,1,-2,2,27720,23403,18911,20824,0,18804,9577,20286,9863,960,0,1647,0
100000,2,2,1,44,0,1,0,2,0,-1,6591,7489,5976,8656,6992,6113,4365,70,4584,1811,5207,2809,0
70000,1,1,2,45,0,0,0,0,0,-1,15251,17803,17637,13906,11512,11023,9850,13841,5574,7335,6975,5022,0
110000,2,2,2,43,0,0,0,1,1,0,18917,23400,23087,28755,22923,22877,14270,19143,8871,658,4387,19672,0
70000,1,2,2,40,1,2,0,0,-1,-1,7216,11409,7272,9018,8141,10165,2051,966,6052,6780,2461,9043,0
50000,2,1,2,34,-2,-2,0,1,2,1,0,0,19081,15383,16684,13896,0,0,8867,3754,870,739,0
330000,1,2,2,23,0,1,0,0,-2,-1,254176,278675,258975,294361,0,228014,196965,122086,186517,274027,0,191001,0
30000,1,2,1,22,0,0,0,-1,0,-2,22664,25608,29208,22871,21165,0,12859,16088,25755,10942,12802,0,0
110000,1,3,1,23,2,2,2,-2,2,2,28596,19235,24521,0,21226,24208,2035,1283,83,0,330,673,0
140000,2,2,1,45,-1,-1,-2,0,0,-1,57911,63820,0,46332,59051,52292,38850,40668,0,42160,53066,39537,0
340000,1,2,2,31,0,-1,-1,-1,-1,0,46415,48688,46508,51811,43652,52094,42814,34347,23877,50962,7817,42295,1
100000,2,3,2,44,0,-1,-1,-1,-1,-1,4236,4308,3212,3889,4184,2841,3124,2396,2893,1152,3608,903,0
100000,1,2,2,26,0,0,0,0,-1,-2,5185,2706,3658,4325,4128,0,1307,1541,2803,2700,4054,0,1
50000,1,3,1,25,0,0,-1,0,0,0,21978,24728,20819,25600,20580,19883,21018,21604,17906,22804,7924,16343,0
100000,2,2,2,34,3,1,2,1,2,1,21394,26356,19912,20209,21432,19663,5092,2636,936,995,1124,3566,1
70000,2,2,1,53,-1,0,-2,1,0,0,51275,57714,0,35760,51540,42017,28314,24528,0,1947,34501,23011,0
100000,2,2,1,25,0,0,0,0,0,1,33857,51462,39002,55656,34368,46688,13704,34083,16903,18035,29067,468,0
160000,1,1,2,31,0,-1,-2,0,0,0,37130,31812,0,30653,26239,32595,21384,14226,0,12382,13129,18766,0
200000,1,2,1,28,0,-1,-1,0,-1,-1,9826,10342,9030,9402,11286,10353,8176,5150,3977,7384,7274,9407,0
50000,1,2,1,30,1,0,0,0,0,0,23865,26401,16210,19853,23516,27453,7157,19763,8753,14905,3726,20499,0
70000,1,2,2,50,1,1,0,1,1,2,20441,23688,25317,18932,21024,15759,3563,496,16621,2579,1361,2108,0
240000,2,2,2,27,1,2,1,0,0,-1,136343,95759,134505,160290,116393,138318,1158,23506,19297,97897,88480,91712,0
460000,1,2,2,45,0,1,0,-1,0,-1,167846,150816,153494,173972,142705,155802,109919,29308,121689,111196,85016,133500,0
70000,2,2,1,38,0,0,-2,0,-1,-1,6221,4839,0,3707,4503,5031,4002,2999,0,1520,3399,1636,0
60000,2,2,2,52,0,0,0,0,1,0,10930,11843,12544,11115,11903,13777,8559,11266,9856,6236,52,2499,0
200000,2,1,1,64,0,0,0,0,0,0,95984,82641,94375,100536,116578,118591,46132,72992,88816,81571,96525,75727,0
30000,2,1,1,34,0,-1,-2,-1,-1,0,18934,19695,0,16373,20469,16524,6326,16227,0,13398,17355,9007,0
270000,2,1,1,43,0,-2,-1,-1,-1,-1,103849,0,124121,122285,108293,96438,93616,0,25429,66149,67927,38592,0
150000,1,2,2,28,1,1,0,0,0,0,30735,25282,32025,35067,23362,28832,1026,869,24871,29510,2812,8623,0
100000,2,1,1,26,0,0,0,-1,-1,-1,32985,30184,34218,38231,26658,35159,28815,20027,13534,22418,7021,10651,0
50000,2,2,1,45,0,-2,1,-2,0,0,29091,0,41443,0,36717,34720,18779,0,239,0,27067,31320,1
190000,2,2,1,40,0,-1,-1,-1,-1,-1,29882,44505,46425,40455,26519,47624,8319,30841,17653,33827,16102,26194,0
340000,2,1,2,30,0,0,2,2,2,2,123832,107798,103085,113525,113548,87400,49041,61968,5207,32676,10055,6245,1
130000,1,2,2,37,0,-2,0,0,0,-1,70215,0,60861,53579,53974,65833,44566,0,47570,26477,36203,52949,0
50000,2,3,2,26,0,0,0,1,0,0,6205,5835,4643,5948,3984,3747,2430,5367,3862,796,1821,1825,0
120000,2,2,2,30,0,0,0,1,0,0,23009,26613,21375,22279,23639,22235,14978,23821,15128,2328,8502,15333,0
20000,1,1,2,56,0,0,0,0,0,0,5684,5291,6471,5425,4756,4306,3668,2921,5274,3995,2290,1180,0
260000,2,1,2,33,-2,0,-1,-1,-1,-1,0,119839,99756,144830,85481,100098,0,83544,98578,47324,46322,81887,0
90000,2,1,2,31,-2,-2,0,0,1,3,0,0,15060,17063,22978,18269,0,0,10946,6623,215,1698,1
120000,2,2,2,36,-1,-1,-1,-1,-1,-1,9144,8765,11442,10705,9141,8621,6243,4686,4389,5870,2878,4538,0
110000,1,3,2,25,0,0,1,0,0,0,13000,17544,12057,10773,15075,13307,8123,15525,3098,7495,8346,11727,0
130000,2,2,2,31,-1,-1,0,0,0,0,71508,59375,61166,66748,54928,55864,16391,48523,46991,16217,47258,41682,0
110000,1,3,1,38,-2,1,1,-2,1,-2,0,50883,50342,0,51584,0,0,1448,430,0,14467,0,0
60000,2,1,1,44,0,1,1,0,0,-1,37808,33756,33554,34724,37544,44049,26075,696,2844,18682,27219,14394,1
80000,1,2,1,31,0,-1,0,0,0,-1,52473,49683,39144,49926,43237,42323,40462,49214,26715,12221,34427,39987,1
110000,2,2,2,33,0,0,-1,-2,-1,0,40815,47320,45007,0,43474,42825,16160,35991,19101,0,38474,24564,0
180000,2,2,2,38,0,0,0,-1,-1,-1,53794,43637,35818,56822,55310,41989,46431,11563,14308,44316,34529,21905,0
40000,1,1,2,29,0,1,0,0,-2,0,25579,23527,23761,26027,0,16854,15749,7366,19849,21768,0,12664,0
30000,1,2,2,26,-2,0,0,-1,-1,0,0,18850,22789,20991,19655,17817,0,12047,15728,17255,3719,15090,1
140000,1,1,1,35,-2,1,1,0,-2,-1,0,10527,9774,10401,0,9714,0,1079,2309,5316,0,8504,0
210000,2,3,2,34,-2,-1,-1,-1,0,0,0,80673,63555,66564,79858,87531,0,64759,35983,32303,56198,20880,1
30000,1,1,1,25,-1,-2,0,0,0,0,14285,0,12056,13831,14114,13576,11449,0,618,2808,3888,7705,0
50000,2,2,1,38,0,0,-1,0,-1,-1,15241,15047,14991,12774,7757,9751,9324,7012,9343,481,4067,5878,0
130000,1,2,1,28,0,0,0,2,-2,0,20608,27298,20592,21839,0,17252,18942,11089,10796,78,0,10176,0
150000,1,1,1,26,-1,-1,0,0,0,0,54792,43468,44468,48345,45262,37706,33668,25292,20483,39795,25005,20284,1
140000,2,1,2,41,-1,-1,0,-1,-1,-1,49103,47736,57227,53433,46815,41034,27563,36292,45447,23739,23094,31131,0
170000,2,3,3,35,-1,0,0,-2,-1,-1,132567,112280,85097,0,100339,104037,78345,98687,49436,0,53233,89841,0
180000,1,1,1,30,-2,0,0,0,0,-2,0,96387,136562,128059,153510,0,0,61169,107775,71036,91158,0,0
280000,2,2,2,35,-1,-1,-1,-1,0,0,199257,226135,186426,221850,159318,179820,101311,205915,102340,193291,76550,93843,0
200000,2,3,2,32,-1,0,-1,0,0,0,20959,18112,17698,21368,16059,16098,3486,9766,11382,13152,10840,7892,0
300000,2,2,1,53,0,0,-1,0,0,0,103572,95403,104183,118300,110404,101644,80609,80995,72688,106283,73667,62649,0
90000,2,2,1,38,0,1,0,0,0,0,53225,45978,56261,33961,47925,55005,36394,2934,42364,31536,19648,3205,0
70000,2,2,1,27,-2,0,0,-1,-1,-1,0,2224,2318,2055,1784,1842,0,1608,1139,1610,1254,817,0
20000,1,3,2,40,0,0,0,0,0,1,14397,11088,9662,12622,13254,7539,6693,6822,4575,1658,12470,2470,1
90000,2,2,2,40,0,-1,0,0,-1,-1,9922,15139,14610,16174,14967,14245,6706,13477,7783,12747,3927,6159,0
40000,2,3,2,31,0,0,0,0,0,0,9589,10757,10537,8401,10373,8923,3667,9756,8947,7911,7495,7573,0
90000,1,2,1,31,0,0,0,0,2,1,27277,25675,20955,21969,27792,30035,25372,13196,12058,12441,678,2868,1
90000,2,1,2,37,0,0,0,0,0,-1,39670,33844,41839,29217,31531,29814,19804,13642,37445,14856,21732,13393,0
30000,2,3,2,27,2,-2,0,0,1,3,10050,0,9251,8935,9188,7051,2722,0,7937,3905,430,907,0
130000,1,2,1,35,1,0,0,0,0,0,21362,22230,21356,23718,17157,22017,389,16396,3926,13529,12928,12533,1
410000,1,2,2,28,-2,2,1,1,0,0,0,116034,122946,124276,143014,86321,0,11777,7576,4305,107137,65076,0
80000,2,1,2,36,0,0,0,0,0,0,45384,43526,31741,42729,30257,43610,24570,32788,21248,22405,24216,30900,0
80000,2,3,2,38,1,-1,-1,-1,-1,-1,36523,29190,39520,31369,35907,34213,2882,28112,26671,15471,26148,29118,0
480000,2,1,2,24,0,0,0,0,0,0,112190,141284,140685,125489,146289,186758,61675,83841,57449,64605,77658,155537,0
300000,1,2,1,22,-1,-1,0,-1,0,0,9652,12443,11994,6605,10037,9051,5425,10375,9665,4171,2950,5562,0
80000,2,1,2,40,0,0,-2,1,2,2,60387,66163,0,56238,58886,56946,58087,52900,0,16268,2300,864,0
30000,2,3,1,32,0,0,0,0,0,1,6082,9137,6579,6997,6509,4872,3180,5675,3586,2041,3383,880,0
