request_id,default_payment_next_month
req_000207,0
req_000208,1
req_000209,0
req_000210,1
req_000211,0
req_000212,0
req_000213,1
req_000214,1
req_000215,0
req_000216,0
req_000217,0
req_000218,0
req_000219,0
req_000220,1
req_000221,0
req_000222,0
req_000223,0
req_000224,1
req_000225,1
req_000226,0
req_000227,0
req_000228,0
req_000229,0
req_000230,0
req_000231,0
req_000232,1
req_000233,0
req_000234,0
req_000235,0
req_000236,0
req_000237,0
req_000238,0
req_000239,0
req_000240,1
req_000241,0
req_000242,0
req_000243,0
req_000244,0
req_000245,0
req_000246,1
req_000247,0
req_000248,1
req_000249,0
req_000250,0
req_000251,0
req_000252,1
req_000253,0
req_000254,0
req_000255,0
req_000256,0
req_000257,1
req_000258,0
req_000259,0
req_000260,0
req_000261,0
req_000262,0
req_000263,0
req_000264,0
req_000265,0
req_000266,0
req_000267,0
req_000268,1
req_000269,0
req_000270,0
req_000271,1
req_000272,1
req_000273,0
req_000274,0
req_000275,0
req_000276,0
req_000277,0
req_000278,0
req_000279,0
req_000280,0
req_000281,0
req_000282,1
req_000283,1
req_000284,0
req_000285,0
req_000286,0
req_000287,0
req_000288,1
req_000289,0
req_000290,0
req_000291,1
req_000292,0
req_000293,1
req_000294,0
req_000295,0
req_000296,0
req_000297,0
req_000298,1
req_000299,0
req_000300,0
req_000301,1
req_000302,0
req_000303,0
req_000304,0
req_000305,0
req_000306,0
req_000307,1
req_000308,1
req_000309,0
req_000310,0
req_000311,0
req_000312,1
req_000313,0
req_000314,0
req_000315,0
req_000316,1
req_000317,0
req_000318,0
req_000319,1
req_000320,0
req_000321,0
req_000322,0
req_000323,0
req_000324,0
req_000325,0
req_000326,1
req_000327,0
req_000328,0
req_000329,0
req_000330,0
req_000331,0
req_000332,1
req_000333,0
req_000334,1
req_000335,0
req_000336,0
req_000337,0
req_000338,1
req_000339,0
req_000340,0
req_000341,0
req_000342,0
req_000343,0
req_000344,0
req_000345,0
req_000346,0
req_000347,0
req_000348,0
req_000349,1
req_000350,0
req_000351,0
req_000352,1
req_000353,0
req_000354,1
req_000355,0
req_000356,0
req_000357,1
req_000358,0
req_000359,0
req_000360,1
req_000361,1
req_000362,0
req_000363,0
req_000364,1
req_000365,0
req_000366,0
req_000367,0
req_000368,1
req_000369,0
req_000370,0
req_000371,0
req_000372,0
req_000373,0
req_000374,0
req_000375,1
req_000376,0
req_000377,0
req_000378,0
req_000379,1
req_000380,0
req_000381,0
req_000382,0
req_000383,1
req_000384,0
req_000385,0
req_000386,0
req_000387,0
req_000388,0
req_000389,0
req_000390,0
req_000391,0
req_000392,0
req_000393,1
req_000394,0
req_000395,0
req_000396,0
req_000397,0
req_000398,0
req_000399,1
req_000400,0
req_000401,1
req_000402,0
req_000403,0
req_000404,0
req_000405,0
req_000406,0
req_000407,0
req_000408,0
req_000409,1
req_000410,1
req_000411,0
req_000412,0
req_000413,0
req_000414,0
req_000415,1
req_000416,0
req_000417,0
req_000418,0
req_000419,0
req_000420,0
req_000421,0
req_000422,1
req_000423,1
req_000424,0
req_000425,1
req_000426,0
req_000427,0
req_000428,1
req_000429,0
req_000430,0
req_000431,1
req_000432,1
req_000433,0
req_000434,0
req_000435,0
req_000436,0
req_000437,0
req_000438,0
req_000439,1
req_000440,0
req_000441,0
req_000442,0
req_000443,0
req_000444,1
req_000445,0
req_000446,0
req_000447,0
req_000448,0
req_000449,1
req_000450,0
req_000451,0
req_000452,0
req_000453,0
req_000454,0
req_000455,1
req_000456,0
req_000457,0
req_000458,0
req_000459,1
req_000460,0
req_000461,1
req_000462,0
req_000463,0
req_000464,0
req_000465,0
req_000466,0
req_000467,0
req_000468,0
req_000469,0
req_000470,0
req_000471,1
req_000472,0
req_000473,0
req_000474,0
req_000475,0
req_000476,1
req_000477,1
req_000478,0
req_000479,0
req_000480,0
req_000481,0
req_000482,0
req_000483,0
req_000484,0
req_000485,0
req_000486,0
req_000487,0
req_000488,0
req_000489,0
req_000490,0
req_000491,0
req_000492,0
req_000493,0
req_000494,1
req_000495,0
req_000496,1
req_000497,0
req_000498,0
req_000499,0
req_000500,0
req_000501,0
req_000502,0
req_000503,0
req_000504,0
req_000505,0
req_000506,0
req_000507,0
req_000508,1
req_000509,0
req_000510,0
req_000511,0
req_000512,0
req_000513,0
req_000514,0
req_000515,0
req_000516,1
req_000517,0
req_000518,0
req_000519,0
req_000520,0
req_000521,1
req_000522,1
req_000523,0
req_000524,0
req_000525,0
req_000526,1
req_000527,0
req_000528,0
req_000529,0
req_000530,0
req_000531,0
req_000532,1
req_000533,1
req_000534,0
req_000535,0
req_000536,0
req_000537,1
req_000538,0
req_000539,1
req_000540,0
req_000541,0
req_000542,1
req_000543,0
req_000544,1
req_000545,1
req_000546,1
req_000547,0
req_000548,1
req_000549,1
req_000550,0
req_000551,0
req_000552,0
req_000553,0
req_000554,0
req_000555,1
req_000556,0
req_000557,1
req_000558,0
req_000559,0
req_000560,0
req_000561,0
req_000562,0
req_000563,0
req_000564,0
req_000565,0
req_000566,0
req_000567,0
req_000568,0
req_000569,1
req_000570,1
req_000571,0
req_000572,0
req_000573,0
req_000574,1
req_000575,0
req_000576,1
req_000577,0
req_000578,0
req_000579,0
req_000580,0
req_000581,0
req_000582,0
req_000583,0
req_000584,1
req_000585,0
req_000586,0
req_000587,0
req_000588,0
req_000589,0
req_000590,0
req_000591,0
req_000592,0
req_000593,0
req_000594,0
req_000595,0
req_000596,0
req_000597,0
req_000598,0
req_000599,1
req_000600,1
req_000601,0
req_000602,0
req_000603,0
req_000604,0
req_000605,1
req_000606,0
req_000607,0
req_000608,1
req_000609,0
req_000610,0
req_000611,1
req_000612,0
req_000613,0
req_000614,0
req_000615,0
req_000616,1
req_000617,1
req_000618,0
req_000619,0
req_000620,0
req_000621,1
req_000622,0
req_000623,0
req_000624,1
req_000625,1
req_000626,1
req_000627,0
req_000628,0
req_000629,0
req_000630,1
req_000631,0
req_000632,0
req_000633,0
req_000634,0
req_000635,1
req_000636,0
req_000637,1
req_000638,0
req_000639,0
req_000640,1
req_000641,1
req_000642,0
req_000643,0
req_000644,0
req_000645,1
req_000646,0
req_000647,0
req_000648,0
req_000649,0
req_000650,0
req_000651,1
req_000652,0
req_000653,0
req_000654,0
req_000655,1
req_000656,0
req_000657,0
req_000658,0
req_000659,0
req_000660,0
req_000661,0
req_000662,0
req_000663,0
req_000664,0
req_000665,0
req_000666,0
req_000667,0
req_000668,1
req_000669,1
req_000670,0
req_000671,0
req_000672,0
req_000673,0
req_000674,0
req_000675,0
req_000676,1
req_000677,0
req_000678,0
req_000679,0
req_000680,0
req_000681,1
req_000682,0
req_000683,0
req_000684,0
req_000685,0
req_000686,1
req_000687,1
req_000688,0
req_000689,0
req_000690,0
req_000691,0
req_000692,0
req_000693,0
req_000694,0
req_000695,0
req_000696,0
req_000697,0
req_000698,0
req_000699,0
req_000700,1
req_000701,0
req_000702,0
req_000703,0
req_000704,0
req_000705,0
req_000706,0
req_000707,0
req_000708,0
req_000709,0
req_000710,0
req_000711,0
req_000712,1
req_000713,1
req_000714,1
req_000715,0
req_000716,0
req_000717,0
req_000718,0
req_000719,0
req_000720,0
req_000721,1
req_000722,0
req_000723,1
req_000724,0
req_000725,0
req_000726,1
req_000727,0
req_000728,1
req_000729,0
req_000730,0
req_000731,1
req_000732,1
req_000733,0
req_000734,1
req_000735,0
req_000736,0
req_000737,0
req_000738,0
req_000739,0
req_000740,0
req_000741,0
req_000742,1
req_000743,1
req_000744,1
req_000745,0
req_000746,0
req_000747,0
req_000748,0
req_000749,0
req_000750,0
req_000751,0
req_000752,0
req_000753,1
req_000754,1
req_000755,0
req_000756,0
req_000757,0
req_000758,0
req_000759,0
req_000760,0
req_000761,0
req_000762,0
req_000763,0
req_000764,1
req_000765,0
req_000766,1
req_000767,0
req_000768,0
req_000769,0
req_000770,0
req_000771,0
req_000772,0
req_000773,0
req_000774,0
req_000775,0
req_000776,1
req_000777,0
req_000778,1
req_000779,0
req_000780,0
req_000781,0
req_000782,1
req_000783,1
req_000784,0
req_000785,0
req_000786,1
req_000787,1
req_000788,0
req_000789,0
req_000790,0
req_000791,0
req_000792,0
req_000793,0
req_000794,0
req_000795,0
req_000796,0
req_000797,0
req_000798,0
req_000799,0
req_000800,0
req_000801,0
req_000802,1
req_000803,0
req_000804,0
req_000805,0
req_000806,0
req_000807,0
req_000808,0
req_000809,1
req_000810,0
req_000811,0
req_000812,0
req_000813,0
req_000814,0
req_000815,0
req_000816,1
req_000817,1
req_000818,0
req_000819,0
req_000820,0
req_000821,0
req_000822,1
req_000823,0
req_000824,1
req_000825,1
req_000826,1
req_000827,0
req_000828,0
req_000829,0
req_000830,0
req_000831,0
req_000832,0
req_000833,0
req_000834,1
req_000835,0
req_000836,0
req_000837,1
req_000838,1
req_000839,1
req_000840,1
req_000841,1
req_000842,0
req_000843,0
req_000844,0
req_000845,0
req_000846,0
req_000847,0
req_000848,0
req_000849,0
req_000850,0
req_000851,0
req_000852,0
req_000853,0
req_000854,0
req_000855,0
req_000856,0
req_000857,1
req_000858,0
req_000859,0
req_000860,0
req_000861,0
req_000862,0
req_000863,1
req_000864,1
req_000865,1
req_000866,0
req_000867,1
req_000868,0
req_000869,0
req_000870,0
req_000871,0
req_000872,0
req_000873,0
req_000874,0
req_000875,0
req_000876,0
req_000877,0
req_000878,0
req_000879,0
req_000880,0
req_000881,0
req_000882,1
req_000883,0
req_000884,1
req_000885,1
req_000886,0
req_000887,0
req_000888,1
req_000889,0
req_000890,0
req_000891,1
req_000892,0
req_000893,0
req_000894,1
req_000895,0
req_000896,0
req_000897,0
req_000898,0
req_000899,0
req_000900,0
req_000901,0
req_000902,0
req_000903,0
req_000904,0
req_000905,0
req_000906,1
req_000907,0
req_000908,0
req_000909,0
req_000910,0
req_000911,0
req_000912,0
req_000913,0
req_000914,1
req_000915,0
req_000916,0
req_000917,1
req_000918,0
req_000919,0
req_000920,0
req_000921,0
req_000922,0
req_000923,0
req_000924,0
req_000925,0
req_000926,0
req_000927,0
req_000928,0
req_000929,0
req_000930,1
req_000931,0
req_000932,0
req_000933,0
req_000934,0
req_000935,1
req_000936,0
req_000937,1
req_000938,0
req_000939,0
req_000940,0
req_000941,0
req_000942,0
req_000943,0
req_000944,0
req_000945,0
req_000946,0
req_000947,0
req_000948,0
req_000949,1
req_000950,1
req_000951,0
req_000952,1
req_000953,1
req_000954,1
req_000955,0
req_000956,0
req_000957,0
req_000958,0
req_000959,0
req_000960,0
req_000961,0
req_000962,0
req_000963,1
req_000964,0
req_000965,0
req_000966,0
req_000967,0
req_000968,0
req_000969,0
req_000970,0
req_000971,0
req_000972,1
req_000973,1
req_000974,1
req_000975,0
req_000976,1
req_000977,0
req_000978,0
req_000979,0
req_000980,0
req_000981,0
req_000982,0
req_000983,0
req_000984,0
req_000985,1
req_000986,0
req_000987,0
req_000988,0
req_000989,0
req_000990,0
req_000991,0
req_000992,0
req_000993,0
req_000994,0
req_000995,0
req_000996,0
req_000997,1
req_000998,0
req_000999,1
req_001000,0
req_001001,0
req_001002,0
req_001003,0
req_001004,0
req_001005,0
req_001006,0
req_001007,1
req_001008,0
req_001009,1
req_001010,0
req_001011,0
req_001012,0
req_001013,1
req_001014,0
req_001015,0
req_001016,1
req_001017,0
req_001018,0
req_001019,1
req_001020,0
req_001021,1
req_001022,0
req_001023,0
req_001024,1
req_001025,0
req_001026,0
req_001027,0
req_001028,0
req_001029,1
req_001030,0
req_001031,0
req_001032,1
req_001033,1
req_001034,0
req_001035,0
req_001036,0
req_001037,1
req_001038,0
req_001039,0
req_001040,1
req_001041,0
req_001042,0
req_001043,0
req_001044,0
req_001045,0
req_001046,0
req_001047,1
req_001048,1
req_001049,1
req_001050,0
req_001051,1
req_001052,0
req_001053,0
req_001054,1
req_001055,0
req_001056,0
req_001057,1
req_001058,0
req_001059,0
req_001060,0
req_001061,0
req_001062,1
req_001063,0
req_001064,0
req_001065,0
req_001066,0
req_001067,0
req_001068,0
req_001069,0
req_001070,1
req_001071,0
req_001072,1
req_001073,1
req_001074,0
req_001075,0
req_001076,0
req_001077,0
req_001078,1
req_001079,0
req_001080,0
req_001081,0
req_001082,0
req_001083,0
req_001084,0
req_001085,0
req_001086,1
req_001087,1
req_001088,0
req_001089,0
req_001090,0
req_001091,0
req_001092,0
req_001093,0
req_001094,0
req_001095,0
req_001096,0
req_001097,0
req_001098,1
req_001099,0
req_001100,0
req_001101,0
req_001102,0
req_001103,0
req_001104,0
req_001105,0
req_001106,0
req_001107,1
req_001108,0
req_001109,0
req_001110,0
req_001111,0
req_001112,0
req_001113,0
req_001114,0
req_001115,0
req_001116,0
req_001117,1
req_001118,0
req_001119,0
req_001120,1
req_001121,0
req_001122,0
req_001123,1
req_001124,1
req_001125,0
req_001126,1
req_001127,0
req_001128,0
req_001129,0
req_001130,0
req_001131,0
req_001132,1
req_001133,1
req_001134,0
req_001135,0
req_001136,1
req_001137,0
req_001138,0
req_001139,1
req_001140,0
req_001141,0
req_001142,1
req_001143,1
req_001144,0
req_001145,0
req_001146,0
req_001147,1
req_001148,1
req_001149,1
req_001150,0
req_001151,1
req_001152,0
req_001153,0
req_001154,1
req_001155,0
req_001156,0
req_001157,0
req_001158,0
req_001159,0
req_001160,0
req_001161,0
req_001162,0
req_001163,0
req_001164,0
req_001165,0
req_001166,0
req_001167,0
req_001168,0
req_001169,0
req_001170,0
req_001171,0
req_001172,0
req_001173,1
req_001174,0
req_001175,0
req_001176,1
req_001177,0
req_001178,0
req_001179,1
req_001180,1
req_001181,0
req_001182,0
req_001183,0
req_001184,0
req_001185,0
req_001186,0
req_001187,0
req_001188,1
req_001189,0
req_001190,0
req_001191,1
req_001192,1
req_001193,0
req_001194,1
req_001195,0
req_001196,0
req_001197,0
req_001198,0
req_001199,0
req_001200,1
req_001201,0
req_001202,1
req_001203,0
req_001204,1
req_001205,1
req_001206,0
req_001207,0
req_001208,0
req_001209,0
req_001210,1
req_001211,1
req_001212,0
req_001213,1
req_001214,1
req_001215,0
req_001216,0
req_001217,0
req_001218,0
req_001219,0
req_001220,0
req_001221,1
req_001222,0
req_001223,0
req_001224,0
req_001225,0
req_001226,0
req_001227,0
req_001228,0
req_001229,0
req_001230,0
req_001231,0
req_001232,1
req_001233,0
req_001234,1
req_001235,1
req_001236,1
req_001237,0
req_001238,0
req_001239,1
req_001240,1
req_001241,0
req_001242,0
req_001243,1
req_001244,0
req_001245,0
req_001246,0
req_001247,0
req_001248,1
req_001249,0
req_001250,0
req_001251,1
req_001252,0
req_001253,1
req_001254,0
req_001255,0
req_001256,0
req_001257,1
req_001258,1
req_001259,1
req_001260,0
req_001261,1
req_001262,0
req_001263,0
req_001264,0
req_001265,0
req_001266,0
req_001267,0
req_001268,1
req_001269,1
req_001270,0
req_001271,0
req_001272,0
req_001273,0
req_001274,1
req_001275,0
req_001276,0
req_001277,0
req_001278,0
req_001279,0
req_001280,0
req_001281,0
req_001282,0
req_001283,0
req_001284,1
req_001285,0
req_001286,0
req_001287,0
req_001288,0
req_001289,0
req_001290,0
req_001291,0
req_001292,1
req_001293,0
req_001294,0
req_001295,0
req_001296,0
req_001297,0
req_001298,1
req_001299,0
req_001300,0
req_001301,1
req_001302,0
req_001303,1
req_001304,1
req_001305,0
req_001306,1
req_001307,0
req_001308,1
req_001309,0
req_001310,0
req_001311,1
req_001312,1
req_001313,0
req_001314,0
req_001315,0
req_001316,0
req_001317,1
req_001318,0
req_001319,1
req_001320,0
req_001321,1
req_001322,1
req_001323,0
req_001324,0
req_001325,0
req_001326,1
req_001327,0
req_001328,0
req_001329,1
req_001330,0
req_001331,0
req_001332,1
req_001333,0
req_001334,0
req_001335,0
req_001336,0
req_001337,0
req_001338,0
req_001339,1
req_001340,0
req_001341,0
req_001342,0
req_001343,0
req_001344,0
req_001345,0
req_001346,0
req_001347,0
req_001348,0
req_001349,0
req_001350,1
req_001351,1
req_001352,0
req_001353,0
req_001354,0
req_001355,0
req_001356,0
req_001357,0
req_001358,1
req_001359,0
req_001360,0
req_001361,1
req_001362,0
req_001363,1
req_001364,1
req_001365,0
req_001366,0
req_001367,1
req_001368,0
req_001369,0
req_001370,0
req_001371,0
req_001372,1
req_001373,0
req_001374,0
req_001375,0
req_001376,1
req_001377,1
req_001378,0
req_001379,0
req_001380,1
req_001381,0
req_001382,0
req_001383,1
req_001384,1
req_001385,0
req_001386,1
req_001387,0
req_001388,1
req_001389,0
req_001390,0
req_001391,1
req_001392,0
req_001393,0
req_001394,1
req_001395,0
req_001396,0
req_001397,0
req_001398,0
req_001399,0
req_001400,0
req_001401,0
req_001402,1
req_001403,0
req_001404,1
req_001405,1
req_001406,0
req_001407,1
req_001408,0
req_001409,0
req_001410,0
req_001411,0
req_001412,0
req_001413,0
req_001414,0
req_001415,1
req_001416,1
req_001417,0
req_001418,1
req_001419,0
req_001420,0
req_001421,0
req_001422,0
req_001423,0
req_001424,0
req_001425,0
req_001426,0
req_001427,0
req_001428,0
req_001429,1
req_001430,0
req_001431,1
req_001432,0
req_001433,1
req_001434,0
req_001435,0
req_001436,0
req_001437,0
req_001438,0
req_001439,0
req_001440,1
req_001441,0
req_001442,1
req_001443,0
req_001444,0
req_001445,0
req_001446,0
req_001447,0
req_001448,0
req_001449,0
req_001450,0
req_001451,0
req_001452,0
req_001453,1
req_001454,0
req_001455,0
req_001456,0
req_001457,1
req_001458,0
req_001459,1
req_001460,0
req_001461,0
req_001462,0
req_001463,1
req_001464,1
req_001465,1
req_001466,0
req_001467,0
req_001468,0
req_001469,1
req_001470,1
req_001471,0
req_001472,0
req_001473,0
req_001474,1
req_001475,0
req_001476,1
req_001477,0
req_001478,0
req_001479,1
req_001480,1
req_001481,0
req_001482,1
req_001483,1
req_001484,0
req_001485,1
req_001486,0
req_001487,0
req_001488,0
req_001489,0
req_001490,0
req_001491,0
req_001492,1
req_001493,0
req_001494,1
req_001495,0
req_001496,1
req_001497,1
req_001498,0
req_001499,1
req_001500,0
req_001501,0
req_001502,0
req_001503,0
req_001504,0
req_001505,0
req_001506,0
req_001507,0
req_001508,0
req_001509,0
req_001510,1
req_001511,0
req_001512,0
req_001513,0
req_001514,1
req_001515,0
req_001516,0
req_001517,1
req_001518,0
req_001519,0
req_001520,1
req_001521,0
req_001522,0
req_001523,0
req_001524,0
req_001525,1
req_001526,1
req_001527,0
req_001528,0
req_001529,0
req_001530,0
req_001531,0
req_001532,1
req_001533,1
req_001534,0
req_001535,0
req_001536,0
req_001537,0
req_001538,0
req_001539,1
req_001540,0
req_001541,0
req_001542,0
req_001543,0
req_001544,0
req_001545,0
req_001546,0
req_001547,1
req_001548,0
req_001549,1
req_001550,1
req_001551,0
req_001552,0
req_001553,1
req_001554,0
req_001555,0
req_001556,0
req_001557,0
req_001558,1
req_001559,0
req_001560,0
req_001561,1
req_001562,0
req_001563,0
req_001564,0
req_001565,0
req_001566,0
req_001567,1
req_001568,0
req_001569,0
req_001570,0
req_001571,0
req_001572,0
req_001573,1
req_001574,0
req_001575,1
req_001576,1
req_001577,1
req_001578,1
req_001579,0
req_001580,1
req_001581,0
req_001582,0
req_001583,1
req_001584,0
req_001585,0
req_001586,0
req_001587,0
req_001588,0
req_001589,0
req_001590,0
req_001591,0
req_001592,1
req_001593,0
req_001594,1
req_001595,0
req_001596,0
req_001597,1
req_001598,0
req_001599,0
req_001600,1
req_001601,0
req_001602,1
req_001603,0
req_001604,0
req_001605,0
req_001606,0
req_001607,0
req_001608,0
req_001609,0
req_001610,0
req_001611,0
req_001612,0
req_001613,1
req_001614,0
req_001615,0
req_001616,1
req_001617,1
req_001618,1
req_001619,0
req_001620,0
req_001621,1
req_001622,0
req_001623,0
req_001624,0
req_001625,1
req_001626,0
req_001627,0
req_001628,0
req_001629,0
req_001630,0
req_001631,0
req_001632,0
req_001633,0
req_001634,0
req_001635,0
req_001636,0
req_001637,0
req_001638,0
req_001639,0
req_001640,0
req_001641,0
req_001642,1
req_001643,0
req_001644,0
req_001645,1
req_001646,1
req_001647,0
req_001648,0
req_001649,0
req_001650,0
req_001651,0
req_001652,0
req_001653,1
req_001654,0
req_001655,1
req_001656,0
req_001657,1
req_001658,0
req_001659,1
req_001660,0
req_001661,0
req_001662,0
req_001663,0
req_001664,0
req_001665,0
req_001666,0
req_001667,0
req_001668,1
req_001669,0
req_001670,0
req_001671,0
req_001672,0
req_001673,1
req_001674,0
req_001675,0
req_001676,0
req_001677,1
req_001678,0
req_001679,0
req_001680,0
req_001681,1
req_001682,0
req_001683,0
req_001684,0
req_001685,1
req_001686,0
req_001687,0
req_001688,0
req_001689,0
req_001690,0
req_001691,0
req_001692,1
req_001693,0
req_001694,1
req_001695,0
req_001696,0
req_001697,0
req_001698,0
req_001699,1
req_001700,0
req_001701,0
req_001702,1
req_001703,0
req_001704,0
req_001705,0
req_001706,0
req_001707,0
req_001708,0
req_001709,1
req_001710,1
req_001711,1
req_001712,0
req_001713,0
req_001714,0
req_001715,1
req_001716,0
req_001717,1
req_001718,0
req_001719,0
req_001720,0
req_001721,1
req_001722,0
req_001723,0
req_001724,1
req_001725,0
req_001726,0
req_001727,0
req_001728,1
req_001729,0
req_001730,0
req_001731,0
req_001732,0
req_001733,0
req_001734,0
req_001735,0
req_001736,0
req_001737,1
req_001738,0
req_001739,0
req_001740,0
req_001741,0
req_001742,0
req_001743,0
req_001744,1
req_001745,0
req_001746,1
req_001747,0
req_001748,0
req_001749,1
req_001750,1
req_001751,0
req_001752,0
req_001753,0
req_001754,1
req_001755,0
req_001756,0
req_001757,0
req_001758,1
req_001759,1
req_001760,1
req_001761,0
req_001762,0
req_001763,0
req_001764,1
req_001765,1
req_001766,0
req_001767,0
req_001768,0
req_001769,0
req_001770,0
req_001771,0
req_001772,0
req_001773,0
req_001774,1
req_001775,0
req_001776,0
req_001777,1
req_001778,0
req_001779,0
req_001780,0
req_001781,0
req_001782,1
req_001783,0
req_001784,0
req_001785,0
req_001786,0
req_001787,0
req_001788,0
req_001789,0
req_001790,0
req_001791,0
req_001792,0
req_001793,0
req_001794,0
req_001795,1
req_001796,0
req_001797,0
req_001798,0
req_001799,1
req_001800,0
req_001801,0
req_001802,0
req_001803,1
req_001804,0
req_001805,0
req_001806,0
req_001807,0
req_001808,1
req_001809,1
req_001810,0
req_001811,0
req_001812,0
req_001813,0
req_001814,1
req_001815,0
req_001816,1
req_001817,0
req_001818,0
req_001819,0
req_001820,0
req_001821,0
req_001822,0
req_001823,0
req_001824,0
req_001825,0
req_001826,0
req_001827,0
req_001828,1
req_001829,0
req_001830,0
req_001831,0
req_001832,1
req_001833,1
req_001834,1
req_001835,1
req_001836,0
req_001837,0
req_001838,0
req_001839,1
req_001840,1
req_001841,1
req_001842,0
req_001843,0
req_001844,0
req_001845,0
req_001846,0
req_001847,0
req_001848,0
req_001849,0
req_001850,0
req_001851,0
req_001852,0
req_001853,0
req_001854,0
req_001855,0
req_001856,1
req_001857,0
req_001858,0
req_001859,0
req_001860,0
req_001861,1
req_001862,1
req_001863,0
req_001864,0
req_001865,1
req_001866,0
req_001867,0
req_001868,0
req_001869,1
req_001870,0
req_001871,1
req_001872,0
req_001873,0
req_001874,0
req_001875,0
req_001876,0
req_001877,0
req_001878,1
req_001879,0
req_001880,0
req_001881,0
req_001882,0
req_001883,1
req_001884,0
req_001885,0
req_001886,0
req_001887,0
req_001888,0
req_001889,1
req_001890,0
req_001891,1
req_001892,0
req_001893,0
req_001894,0
req_001895,0
req_001896,1
req_001897,0
req_001898,0
req_001899,0
req_001900,0
req_001901,0
req_001902,0
req_001903,0
req_001904,1
req_001905,1
req_001906,0
req_001907,0
req_001908,0
req_001909,0
req_001910,0
req_001911,1
req_001912,1
req_001913,0
req_001914,0
req_001915,1
req_001916,0
req_001917,0
req_001918,0
req_001919,0
req_001920,0
req_001921,1
req_001922,0
req_001923,1
req_001924,1
req_001925,0
req_001926,0
req_001927,0
req_001928,1
req_001929,1
req_001930,0
req_001931,0
req_001932,0
req_001933,0
req_001934,0
req_001935,0
req_001936,0
req_001937,0
req_001938,0
req_001939,1
req_001940,0
req_001941,1
req_001942,0
req_001943,0
req_001944,0
req_001945,0
req_001946,1
req_001947,0
req_001948,1
req_001949,0
req_001950,0
req_001951,0
req_001952,0
req_001953,1
req_001954,0
req_001955,1
req_001956,0
req_001957,0
req_001958,0
req_001959,0
req_001960,0
req_001961,0
req_001962,0
req_001963,0
req_001964,1
req_001965,0
req_001966,0
req_001967,0
req_001968,1
req_001969,0
req_001970,0
req_001971,1
req_001972,1
req_001973,0
req_001974,0
req_001975,0
req_001976,1
req_001977,1
req_001978,0
req_001979,0
req_001980,0
req_001981,0
req_001982,1
req_001983,0
req_001984,0
req_001985,0
req_001986,1
req_001987,0
req_001988,1
req_001989,0
req_001990,0
req_001991,0
req_001992,0
req_001993,0
req_001994,0
req_001995,0
req_001996,0
