LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default_payment_next_month
170000,2,2,2,42,0,0,0,1,0,0,16560,19876,16792,16072,15541,17465,1537,12927,9722,3710,11012,3728,0
390000,2,1,1,34,0,0,-1,-1,0,0,28250,32415,27197,24299,23479,25390,13148,13550,23166,11609,14910,17482,0
60000,2,2,1,40,1,2,-2,2,0,0,41327,31975,0,37142,34842,27550,827,5454,0,3545,22016,15113,1
90000,2,2,1,40,0,0,-1,-1,-1,-1,27408,29475,27073,19561,23093,23422,14151,21725,26155,7912,12512,8492,0
170000,2,2,2,33,3,-2,1,-2,0,-1,64136,0,74729,0,97393,59822,3605,0,1877,0,79704,54738,1
150000,1,2,1,40,0,-2,0,0,0,0,29640,0,29319,28116,30087,29563,15914,0,13754,6587,20662,24159,1
90000,1,1,2,42,0,0,2,2,1,0,36125,30303,31621,26749,36243,22745,8620,20006,928,3681,1183,15544,1
20000,2,1,2,38,1,2,0,0,0,-2,3185,3975,3663,3477,3302,0,150,82,2061,1608,2413,0,0
110000,1,1,1,34,0,0,-2,0,0,0,35467,27177,0,26302,29461,28143,35068,17618,0,9368,22701,11127,0
140000,1,2,2,51,0,-1,0,-1,-2,-1,35511,48910,55312,41918,0,41209,28514,39290,35315,25228,0,19255,0
130000,1,1,1,39,0,1,0,0,-1,-1,24575,30740,27105,27996,27401,23814,10886,841,18804,27152,17153,14313,0
60000,2,2,1,48,0,1,0,2,2,-2,22216,32641,23303,29846,30607,0,13805,3676,12594,5120,1802,0,0
200000,2,2,2,37,0,0,0,0,-1,-1,61035,68993,54565,79906,67089,75977,18151,35810,22930,62425,52941,33165,0
420000,1,1,2,45,0,1,1,0,0,-2,180008,199032,156140,200276,125773,0,85429,19860,4822,164601,29902,0,0
150000,1,1,2,36,0,-1,-1,0,-1,-1,19406,14825,16240,18337,12079,10835,17405,13103,13980,16055,10183,10129,0
80000,1,2,1,37,-1,0,0,0,-1,-1,30669,32539,29426,25520,19124,23964,27415,27690,16255,19730,7913,10753,0
210000,2,2,3,31,0,2,-2,1,0,0,41512,38089,0,37215,36120,41348,39667,1208,0,5040,28573,33774,1
30000,1,2,2,30,-1,0,0,0,-2,0,8935,11195,10750,9122,0,8383,4323,8475,5654,6388,0,7478,0
90000,2,3,1,36,-1,0,-1,-1,0,0,37921,39821,47931,41984,50240,49954,28131,27184,30924,9459,31896,39517,0
180000,2,2,1,31,0,3,2,2,0,1,42811,46644,37886,49721,44627,48861,16082,8740,1034,5843,27342,6000,1
230000,2,1,2,31,0,-1,0,0,-2,0,57268,64276,53077,56591,0,48502,43984,52893,43747,10968,0,36960,0
230000,2,2,2,38,0,1,0,-2,0,0,46172,32399,47670,0,36179,35559,16022,3819,41461,0,28622,7245,1
80000,2,2,2,37,-2,-2,0,1,0,0,0,0,29842,38075,39318,36332,0,0,12898,959,19703,34943,0
140000,2,2,2,31,0,0,-2,0,0,0,38869,35902,0,32984,24510,29061,34911,27927,0,24051,5919,23360,0
100000,2,3,2,43,0,-1,-1,-2,-2,-1,58755,53139,56503,0,0,41466,50266,44170,33155,0,0,38653,1
100000,1,3,2,33,0,0,0,0,0,0,32196,31843,32359,37658,36630,33802,6622,19039,26298,14548,7762,26454,0
280000,2,2,1,54,-1,0,0,0,0,0,137415,75127,126668,71184,89578,80267,90740,23071,125943,61666,82041,51045,0
40000,1,2,1,33,0,1,1,0,1,-2,13424,14374,15469,12551,15255,0,5112,1707,591,5834,1756,0,0
180000,1,1,1,65,-2,0,-1,0,0,0,0,101339,98173,97001,111949,91784,0,32224,94478,65077,27269,39297,0
290000,2,1,1,35,1,0,-1,-1,-1,-1,121179,83566,104019,87826,100150,90738,8223,63354,34078,45943,81885,84670,0
30000,2,1,2,35,1,1,1,0,-2,3,19184,20623,21713,21488,0,19477,1895,2164,1534,15203,0,1320,1
170000,2,2,1,47,0,1,1,0,0,-1,53792,55997,54641,54896,53686,46098,32073,12597,3325,23755,45680,32135,0
60000,2,4,1,37,-1,0,0,0,0,0,21318,20680,19952,15379,22311,15427,9097,6589,10591,12056,4447,13111,0
40000,1,3,1,41,-1,0,0,1,0,1,17976,14432,17454,18517,15526,16566,12969,11661,3750,441,13380,295,0
120000,1,3,2,56,-1,-1,-1,-2,-1,-1,39081,33228,33755,0,41303,39278,36512,12416,31970,0,19856,35955,0
150000,1,2,2,41,0,0,0,0,0,-1,21593,24455,25174,19088,19836,21855,13598,10737,19992,18520,13314,11139,0
30000,1,1,1,65,0,0,0,0,0,0,12394,9569,8001,9001,9937,9068,4239,2731,5573,6872,6836,4252,0
40000,1,2,1,47,0,-2,1,2,2,2,13815,0,12273,13740,13739,14955,9766,0,372,1310,2610,3729,1
90000,2,1,2,35,1,2,2,2,1,0,30685,34694,31248,27321,32019,31739,6225,1420,5788,7163,2750,22623,1
120000,2,2,1,48,0,0,0,0,0,-1,86169,69353,70533,78538,68265,74920,29358,40542,17413,69152,59370,25345,0
40000,1,1,1,57,0,1,2,0,0,1,18516,14519,17087,16266,13173,17589,16430,2593,7645,11430,7369,757,0
220000,2,3,2,35,0,0,0,0,0,0,8133,6773,9905,10779,9582,9013,6433,4751,3355,10327,7517,2261,0
100000,2,1,2,39,0,-1,0,0,1,0,11108,14125,9375,11110,11616,10803,7946,7690,5297,8750,153,2821,0
70000,2,3,1,47,-1,0,0,0,1,0,15395,13014,16870,14332,13518,11879,11537,10461,10747,11618,3718,8760,1
60000,2,2,2,41,-1,-1,-1,-1,-1,0,23098,15645,26218,18512,16800,15772,17992,10796,12646,16836,13538,11927,0
110000,2,1,2,47,0,0,0,1,0,0,23135,17855,17030,15278,17897,13962,10069,14945,14197,2950,10167,11762,0
180000,1,2,1,51,0,1,-2,2,1,0,52157,41043,0,55504,55738,56660,44832,9721,0,3392,5933,41395,0
90000,1,2,2,58,0,0,0,0,0,1,21999,19935,18370,17584,15714,25860,13297,8412,13169,8187,6760,2035,0
110000,1,2,2,36,-1,-1,0,0,0,-2,43786,48418,42798,43019,32667,0,23498,35086,15121,29534,21679,0,0
110000,2,1,2,43,-2,-1,0,-1,-2,-1,0,8907,8994,8548,0,7188,0,6470,6641,5396,0,5973,0
30000,2,3,1,35,1,-2,1,0,0,0,10045,0,10011,10037,8269,8064,2,0,299,9280,6310,2003,0
200000,2,3,2,32,-1,0,-1,0,0,0,20959,18112,17698,21368,16059,16098,3486,9766,11382,13152,10840,7892,0
80000,2,2,1,34,-2,0,0,0,0,1,0,29263,24593,28600,23965,27154,0,15427,10923,23244,20045,46,0
90000,2,2,2,38,0,-1,-1,-2,-1,-1,57278,57909,54128,0,44258,56418,20356,54800,40503,0,32473,14294,0
100000,1,3,1,49,-1,-1,-1,0,0,0,60615,49571,58820,50538,41629,51647,58568,28272,38085,21598,11276,15008,0
170000,2,3,1,53,0,-2,0,0,0,0,49223,0,47447,42379,43891,33059,28569,0,32166,34782,33196,26476,0
90000,2,3,2,53,0,0,1,1,1,0,26812,22713,26339,29407,23749,23949,13238,1507,5453,304,10162,19698,0
200000,2,1,2,40,0,0,0,0,-2,-1,106531,86481,74986,80414,0,90432,83837,57858,66544,20487,0,41669,0
140000,2,1,2,42,-2,1,0,0,0,0,0,46037,56839,52974,44170,54082,0,449,25247,35673,24299,13927,0
70000,2,4,2,30,0,0,0,-1,0,0,62791,50810,50078,41577,46905,42040,45870,37204,33041,30654,41131,17466,0
30000,1,2,3,33,0,0,-2,0,0,2,7156,7870,0,7923,10735,8502,4955,5429,0,4476,9182,184,1
140000,1,1,2,36,0,0,0,0,0,1,55576,60174,64539,57487,58971,56598,47687,50919,58756,25966,55073,2558,0
70000,2,3,2,31,0,0,0,0,0,-2,24368,20900,23090,25995,20056,0,14473,7702,15599,19728,19732,0,1
70000,1,2,2,48,0,0,0,-1,0,0,4853,6162,4742,5226,4497,6446,4286,1341,4353,2819,1128,1179,0
90000,2,2,1,38,0,1,0,0,0,0,53225,45978,56261,33961,47925,55005,36394,2934,42364,31536,19648,3205,0
80000,1,2,2,36,0,-2,-2,0,-1,0,8331,0,0,9324,9662,11131,8227,0,0,8524,6968,3733,0
90000,2,2,1,60,1,0,0,0,-1,-1,16900,16646,15412,11427,14231,16539,5791,9116,10036,7672,6595,8023,0
160000,1,3,1,30,1,1,1,0,0,-2,26233,32459,27813,25111,26037,0,3670,1258,5387,15690,5033,0,1
90000,1,1,2,37,2,-2,0,-1,-1,-1,13711,0,14053,12091,9681,8467,1338,0,7642,1534,7978,3897,1
90000,2,2,2,47,0,0,0,0,0,0,30381,22685,27107,26559,25122,27184,24714,15580,25432,9813,10595,21266,0
70000,2,4,2,34,-1,-1,-1,-1,-1,-1,5365,4384,5236,5696,3693,4495,1727,3752,3738,4945,2090,707,0
80000,1,2,1,74,-1,-2,-1,-2,0,-1,14578,0,12337,0,11882,10216,13439,0,12186,0,7931,3084,0
90000,2,2,1,32,0,0,1,0,1,1,42666,31684,36152,40124,28668,32637,33847,29726,755,31334,5945,2612,0
130000,2,1,1,33,0,0,0,1,0,0,77572,64849,65303,54351,63288,62056,37060,28947,43075,6017,16432,35199,0
110000,2,1,2,37,0,0,-1,-2,-1,-1,12166,20243,18255,0,14549,16008,9319,6959,5539,0,10213,12452,0
100000,2,2,1,30,1,0,-2,0,0,2,65949,49538,0,58817,50571,61069,5203,35721,0,57573,30123,3275,1
280000,2,3,1,31,-1,0,0,0,-2,-1,213605,207340,227535,194049,0,226967,106192,162598,93683,186448,0,181049,0
120000,1,1,1,44,0,-1,-2,0,0,-2,19201,18356,0,14188,9535,0,12248,8334,0,9476,1638,0,1
50000,2,2,2,33,-1,-1,-1,0,0,-1,16716,14837,18462,19071,20609,12693,9094,11942,14506,9522,13274,8092,0
170000,2,3,3,35,-1,0,0,-2,-1,-1,132567,112280,85097,0,100339,104037,78345,98687,49436,0,53233,89841,0
70000,2,2,2,36,2,0,0,1,0,0,18791,17249,17011,16091,12889,18058,512,15259,6736,1446,7447,11333,0
30000,1,2,2,38,1,2,0,0,0,0,22941,29150,20478,22718,15315,19102,533,4500,9921,20052,10149,10728,0
80000,1,1,2,39,0,0,0,0,0,0,9098,6445,7945,7387,7243,7584,5960,6055,7371,1724,2118,4599,0
190000,1,2,2,44,0,0,0,0,-1,-1,164994,141429,124242,135002,176113,128277,94670,113380,78606,131336,117417,51696,1
30000,2,2,2,33,0,0,0,0,-2,0,28936,29016,24947,23383,0,17008,21339,25071,19834,17639,0,6170,0
100000,2,1,1,37,1,1,0,0,0,1,47273,52647,45850,58717,49110,39535,1916,5816,41700,21654,37886,1977,0
120000,2,4,2,34,0,0,0,0,0,-1,51464,49843,49468,50814,51667,55078,34456,38948,3525,50546,28753,31171,0
110000,1,2,1,42,1,-2,0,1,2,-2,25586,0,21221,28985,23381,0,6156,0,11898,793,936,0,1
240000,2,2,1,36,2,3,-2,2,1,1,66853,110509,0,100343,84043,79672,2493,1573,0,1981,9248,18375,1
110000,1,3,2,32,-1,-1,-1,-1,-1,-1,36072,33586,34016,23171,35579,38387,30019,21075,17253,7858,31705,20621,1
30000,2,2,2,37,0,-1,-1,-1,-1,0,13738,9000,10264,7364,10744,10782,6988,3250,7747,4650,3657,2560,0
290000,1,2,2,49,1,0,0,0,-1,-1,292056,227970,252554,190939,262010,227914,4044,19645,51759,120173,162200,187881,0
380000,2,1,2,43,0,0,-1,-1,-1,0,282253,229848,188249,194145,190382,223279,197232,101141,120323,159277,151661,193721,0
80000,2,1,1,75,0,1,0,0,0,-1,37938,40673,29498,29110,32536,30804,23651,208,13953,15605,14121,19712,0
90000,2,2,1,45,0,-1,-1,-1,-2,0,30022,34358,19797,30027,0,35142,20241,20385,14089,14451,0,31745,0
60000,1,1,3,32,-1,0,0,0,0,0,25432,22771,27576,18245,20675,23925,13915,8092,27002,10783,18128,21440,0
40000,1,1,2,37,0,0,-1,0,0,0,9187,8124,8786,7196,7019,6772,6534,6525,5662,3592,1941,3276,1
210000,1,2,2,53,-2,2,2,1,1,0,0,25685,25468,25751,23023,27029,0,714,1360,4437,553,5931,0
90000,1,2,1,40,0,0,-1,-1,-1,0,15004,17219,14886,14874,14287,12156,5537,16430,8631,4047,12364,1060,0
80000,2,2,2,30,-1,-1,0,0,-1,0,22597,26656,25756,23489,17360,23526,13130,25053,8004,20624,7411,2977,0
80000,2,2,2,36,0,0,0,0,0,0,18701,15424,19608,13598,19361,19137,11788,15331,12270,6769,15415,13232,0
40000,2,3,2,39,1,1,1,0,0,2,17830,20151,17640,19937,19818,15399,1669,1748,2125,11386,13514,1798,1
70000,1,1,1,30,0,-2,1,2,2,1,29000,0,34777,28259,33344,27642,5792,0,5257,1182,1042,8110,1
30000,2,1,2,32,-2,0,1,2,1,1,0,3902,2865,2839,3226,3394,0,3871,146,50,851,147,0
30000,1,2,1,33,1,1,1,2,2,2,5838,6898,7433,6802,6605,6946,820,559,769,1629,695,697,0
360000,1,2,1,32,-1,0,-1,-1,-1,0,137818,157182,126312,142594,151029,110173,85317,88256,34587,85771,136480,73886,0
80000,2,2,1,33,0,0,-1,-1,-1,-1,1826,1160,1123,1331,1484,1320,762,611,461,796,741,1031,0
140000,2,1,1,39,-1,-1,-1,-1,-1,0,35809,29371,28600,24481,26550,28720,16936,10180,23694,11733,17197,27679,0
40000,2,3,1,45,-1,0,0,1,1,1,14744,14219,14219,20448,19737,12499,10838,10792,1351,619,6065,1493,0
180000,2,2,2,31,-2,0,0,0,0,0,0,44060,57022,52954,50626,53735,0,41616,31142,51564,32670,40355,0
60000,2,2,2,37,2,2,2,0,1,0,24740,31869,28324,21069,24801,24315,4463,304,249,6005,4307,17276,1
190000,1,2,1,31,-2,1,1,-2,0,0,0,76929,85456,0,80569,68899,0,20887,9999,0,60785,56440,0
60000,1,2,1,59,0,-2,0,0,0,0,2689,0,3213,3980,3432,3445,1050,0,1932,3018,2519,2025,0
90000,1,2,2,33,1,1,0,0,1,2,53305,53622,43159,46556,40847,52339,965,11709,32062,32967,5202,9731,0
40000,2,2,2,62,0,-2,0,0,0,0,2552,0,2024,2189,2957,2494,2241,0,1200,1530,1616,2084,0
320000,2,3,1,30,-1,-1,-1,0,-2,-1,16847,11037,15146,15582,0,15882,8611,5811,10956,6738,0,11308,0
450000,2,2,2,51,-1,-1,-1,-1,-1,-1,76544,51143,60581,59254,47023,65324,58256,24549,20852,30705,21565,38939,0
130000,2,3,2,33,-1,-1,0,0,0,-2,37361,41450,34451,26950,30505,0,37193,18624,23035,20451,22898,0,0
130000,2,3,3,32,0,0,0,1,1,1,11950,12399,9240,11735,11299,11792,5184,7428,5877,2991,628,36,0
90000,2,1,2,35,-1,-2,0,0,1,2,41076,0,35969,36965,35260,29844,30560,0,12261,21850,274,1422,1
200000,1,4,1,35,0,-1,-1,-1,-1,-1,27783,25492,28006,29245,33732,31085,6380,22318,17890,10755,25168,11984,0
40000,1,3,2,53,-2,2,1,0,0,0,0,23921,19054,17560,10803,18725,0,805,1493,9703,1962,17972,0
70000,2,2,2,39,0,0,0,0,0,2,7770,6654,7389,7399,6196,6589,3224,5093,6204,4600,5398,1655,0
150000,2,1,1,42,1,0,1,1,1,0,36180,42043,49792,45617,37193,38463,5112,25537,6155,3624,3789,29229,0
70000,2,1,1,39,0,0,-1,-1,-1,-1,20490,22702,17983,21676,19149,21110,12373,18723,5538,19646,13514,16771,0
120000,1,3,2,35,0,1,0,1,1,2,73810,58027,43428,78862,69937,62205,34055,15283,21653,28040,10735,3066,1
40000,2,2,1,34,0,0,0,0,0,0,18006,21832,15745,15634,14348,14821,17679,12137,9614,1591,7712,8985,0
220000,2,2,1,57,0,0,0,0,0,-1,135267,131236,114010,141638,132016,118506,109530,85491,45445,104162,72119,109334,1
120000,1,3,2,38,0,-2,-1,0,0,0,50078,0,48891,42605,53514,55264,11786,0,10263,32975,36814,22990,1
160000,1,2,2,42,0,0,0,0,-1,-1,93128,112746,74391,95861,89836,89645,60932,91054,57684,36861,30927,30800,0
90000,1,3,2,37,0,0,-2,0,0,0,30099,16416,0,25404,17826,30183,15058,8767,0,13514,10217,25546,0
230000,2,3,1,37,0,-1,-1,0,-1,-1,33766,38723,29205,36971,41209,38831,16502,23759,16861,25644,30818,21974,0
410000,2,2,2,30,0,0,-2,0,0,0,79762,82099,0,83071,67597,73257,69947,63316,0,37858,16544,31928,1
110000,2,2,2,30,0,0,0,-1,-1,-1,38316,58191,48216,60139,45386,42374,15912,48603,46567,24891,35678,30267,0
240000,1,1,2,32,0,0,-2,1,0,-2,164957,120532,0,121603,125715,0,116083,60344,0,30424,109658,0,0
140000,2,2,1,39,1,1,1,-2,0,-2,41126,31065,41949,0,32311,0,822,8199,1731,0,16843,0,0
180000,2,1,2,33,1,1,-2,1,0,-1,99126,69635,0,77161,48040,78086,7493,5334,0,7193,32661,24452,1
20000,1,1,1,30,2,1,2,3,3,3,16807,11106,16204,16866,15649,16993,442,68,3899,1586,2913,1114,1
380000,1,1,1,39,0,-1,0,0,1,1,40994,34473,43406,36346,32745,34460,25482,28117,23708,35267,667,1473,0
80000,1,2,1,39,0,0,0,0,0,0,14910,10575,13589,14089,12417,13402,10067,9969,7244,7091,4583,3713,0
210000,2,3,2,48,-1,-2,0,0,0,0,131615,0,111461,98580,126740,143093,129996,0,45943,45001,31995,112189,0
90000,2,2,2,47,1,0,-1,-1,-1,-1,15549,17132,14051,15109,14547,13273,52,15077,9478,3745,9837,8649,1
110000,2,3,1,45,2,2,2,0,1,1,59949,51195,47821,42843,44673,48843,74,2038,10387,9232,566,19147,1
110000,1,2,1,31,0,1,1,0,0,0,9959,8395,9352,8192,9016,8779,7644,526,1237,6360,8352,8494,0
300000,2,2,1,34,-1,-1,-1,-1,-1,-1,8432,11678,10301,13877,7819,10878,6016,3702,6474,6202,5168,1733,0
40000,1,1,2,34,0,0,-1,0,0,-1,12963,11970,11563,8919,7475,12933,11588,3395,7204,6627,5836,7084,0
90000,1,2,2,38,0,0,0,0,-2,-1,16427,23710,19876,15959,0,13624,10381,10836,13539,7410,0,9630,0
140000,1,1,2,49,0,-2,0,-2,0,-1,35759,0,36807,0,37775,45629,27638,0,18453,0,10695,30650,0
60000,1,1,2,33,0,0,-1,0,0,2,17693,18048,20879,17665,14351,17355,14151,2727,12950,14798,6797,207,0
