LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default_payment_next_month
220000,2,1,1,45,-1,-1,0,-1,0,0,133142,150714,165366,161067,184798,149029,49509,138533,96689,147650,144278,121872,0
10000,2,2,1,38,0,0,0,-2,0,0,3821,4053,4339,0,3950,3364,3179,1818,4023,0,2127,1233,0
180000,1,1,2,34,-2,1,0,1,1,1,0,38021,35943,35567,32331,32087,0,1692,23915,4353,1307,5364,0
120000,2,3,1,41,0,0,0,0,0,0,6986,5016,6484,6262,7926,6277,2567,2599,5135,4824,5865,4140,0
80000,2,2,2,46,0,0,-2,0,1,1,52286,54390,0,56435,49680,51639,43830,44677,0,33545,5437,1366,0
70000,1,1,2,39,1,1,2,0,0,0,57029,38054,42807,51280,47750,41534,14339,3179,3180,23739,18806,12352,0
110000,2,2,1,37,2,2,2,0,-1,0,35071,49025,45274,37622,43412,45505,7876,584,3363,11517,15962,44233,1
30000,2,2,2,32,-1,-1,0,0,0,0,15758,16429,9774,17610,14525,15511,12039,11123,8589,15769,7442,2018,0
140000,2,2,2,79,0,-1,-1,-1,-1,0,20722,20008,19492,21867,19954,21364,15092,7976,12289,18405,5482,12015,0
40000,1,1,2,35,-2,0,1,3,5,2,0,3832,3251,4843,3170,3768,0,3500,112,271,14,289,0
120000,1,1,1,38,-1,0,0,-1,-1,0,39856,35913,32668,36120,39206,38900,6900,21300,13613,4170,21640,27137,0
20000,2,1,2,41,-1,0,-1,-1,-1,-1,2569,3522,2459,2293,2694,3355,2383,3444,1851,575,1358,1866,0
60000,1,3,1,44,1,0,0,0,0,0,7712,9218,9936,9086,7445,8825,2106,5514,7883,3731,3440,4846,0
250000,2,2,2,49,-2,-2,-2,0,-1,-1,0,0,0,59533,60234,60356,0,0,0,45882,35051,21747,0
140000,1,2,2,42,-1,-1,-1,0,-1,-1,47534,63078,39150,43493,43469,43810,29789,50625,22163,29651,9549,16530,0
70000,2,2,1,33,-2,1,1,-2,-2,0,0,5384,4839,0,0,4839,0,161,197,0,0,4014,0
80000,2,1,2,38,0,0,-2,0,0,-1,13675,12138,0,11707,13953,6475,7494,6548,0,9758,4044,4384,0
90000,2,4,2,48,0,0,1,1,0,2,17828,18727,13109,12481,11703,11996,6241,2887,321,1619,11128,139,0
200000,1,1,2,48,1,0,0,0,0,-1,41472,38669,38196,38365,43559,26987,10929,10331,31951,19759,40659,18937,0
160000,2,2,2,37,1,0,0,0,0,0,30269,34731,30291,26211,36866,27806,47,22115,29636,20137,28102,27049,0
200000,2,2,1,30,-2,-1,-2,-1,-1,-1,0,133761,0,118674,129464,122406,0,61810,0,65944,78785,105987,0
80000,1,3,2,40,0,-1,0,0,0,0,19938,24864,15414,22909,21828,20042,4273,23583,12631,14511,18808,9425,0
150000,2,2,2,44,0,-2,-1,-1,0,0,111380,0,92633,121400,81645,84878,21310,0,64431,88908,71899,78634,0
50000,1,2,2,68,0,0,0,0,0,1,13124,10504,9241,11317,8132,9871,8009,2359,6828,7310,2887,443,0
80000,2,2,1,55,0,0,-1,-1,0,-1,13844,14302,13920,16946,15006,12759,11313,7859,10789,14657,9202,8906,0
170000,1,1,2,31,0,0,0,-1,-2,-1,148150,149198,141560,104899,0,120418,51057,93967,125270,62832,0,73441,0
140000,1,1,1,55,0,-2,-1,0,0,0,60443,0,65418,58812,78500,64947,50767,0,64938,29408,36956,34547,0
80000,2,2,2,43,0,0,-1,-1,0,-2,27926,29376,29039,31189,21446,0,14521,26538,24914,20589,16819,0,0
60000,2,1,2,31,1,1,2,1,0,0,20782,16228,16461,23422,13739,19869,915,138,2329,3674,6527,12465,1
130000,2,3,1,44,0,0,0,1,2,6,45892,45979,39550,41125,30274,32076,18199,24427,31721,3008,942,4662,0
90000,2,2,1,35,0,0,0,0,-2,-2,61172,63813,49416,61951,0,0,48687,24892,41589,57703,0,0,0
220000,1,1,2,38,2,0,-1,-2,0,0,119999,103022,118097,0,96417,138693,17156,81612,84362,0,46613,77044,1
70000,2,2,2,35,0,0,0,0,-1,-1,10054,12344,10731,13573,15390,13949,3396,9044,9722,5661,14853,5541,0
200000,2,2,2,32,-2,0,0,-1,0,0,0,31803,26707,31631,26849,24114,0,24181,5148,27164,24458,18764,1
80000,2,2,1,39,0,0,1,0,0,0,68714,56380,73349,73221,72278,48845,56295,26453,1142,49309,38662,25660,0
50000,1,1,2,32,0,0,0,0,-2,-1,29942,25290,23231,31610,0,31863,17420,2321,11279,18143,0,18108,0
80000,2,3,1,42,-1,-1,0,0,0,-1,16684,20499,17610,16789,13569,12131,16200,14917,11452,9311,7657,11046,0
40000,2,1,1,34,0,-2,0,-1,0,-1,21629,0,20880,27561,19786,22041,16249,0,5712,26157,12883,9204,0
220000,2,4,2,42,0,0,0,-1,-1,-1,3313,3293,3269,2168,2240,3695,2830,2821,1178,2043,368,2620,0
110000,2,1,2,54,0,1,0,0,-1,0,42781,42440,51411,49613,33887,40602,35036,27,27745,30504,30922,23772,0
150000,1,2,1,33,0,-1,0,0,0,-1,108209,103985,88273,100522,108409,66434,61920,75596,58004,70543,64785,18510,0
190000,1,2,1,38,0,0,0,0,0,0,69371,68848,47982,62597,61300,34757,68921,25228,41174,46334,43932,25854,1
200000,2,1,2,32,0,0,0,0,-1,-1,41310,44197,43911,45285,45426,49953,20033,31881,5555,30249,36931,28303,1
70000,1,2,2,31,2,2,-2,0,0,0,19740,18445,0,15347,18611,18960,2790,2363,0,10125,6133,1672,1
80000,2,2,2,30,0,0,0,0,0,-1,7752,8849,6409,7460,9584,6682,7193,7000,5550,3776,8267,1577,0
180000,2,2,2,45,0,0,0,0,-2,-1,37253,36780,38804,33487,0,30234,12096,34360,21538,6007,0,23840,0
90000,1,2,2,44,1,0,-1,-1,0,1,33521,34849,33092,38275,37315,35424,1328,23528,18801,37072,16100,1118,0
170000,2,4,2,30,-1,0,0,0,1,1,105706,97939,88473,98844,79917,96683,86433,52647,71597,92704,7284,816,0
130000,2,1,2,34,-2,0,1,1,1,2,0,35413,65649,44852,56198,57982,0,21232,2573,374,9846,2588,1
260000,2,2,1,32,2,2,3,-2,1,-2,121528,112472,113614,0,97794,0,12158,11917,3584,0,865,0,1
30000,1,1,2,32,0,0,-1,-1,-1,-1,8789,7449,9692,7768,9479,6515,8389,6407,4507,5599,5385,4532,0
50000,2,1,2,47,-2,0,-2,-1,0,-2,0,10603,0,9940,10058,0,0,8597,0,4060,6798,0,0
220000,2,2,2,33,0,-2,0,-2,-1,-1,56310,0,63909,0,49289,36905,43295,0,34707,0,33452,20208,0
80000,2,3,2,32,0,0,0,0,0,-1,14567,13782,11028,13276,12163,9262,12982,11018,7145,2833,6952,8264,0
320000,2,1,2,30,0,0,0,0,-2,-2,51508,51436,48852,54813,0,0,48609,37874,12303,21014,0,0,0
90000,1,1,2,38,0,0,0,0,1,2,22420,20820,18733,19638,22034,19133,13103,17799,13465,13390,1682,527,0
90000,1,1,1,37,-1,-2,0,0,1,1,16454,0,13693,12830,11921,13314,13513,0,5803,8226,3265,80,0
80000,1,2,2,54,1,1,2,-2,2,2,14447,13326,14289,0,11450,14497,888,38,4921,0,56,742,1
90000,2,3,1,32,0,-1,0,0,1,0,31420,30703,28113,23015,34435,24998,23218,8732,25334,13669,2843,21260,0
50000,1,2,2,43,0,0,0,-1,0,1,30631,32711,30759,32419,30374,32963,16720,21744,13148,6286,10573,2248,0
120000,2,2,1,36,0,0,0,0,0,0,57294,55720,67667,65995,59452,92429,30841,24197,25621,57219,28394,31502,0
90000,2,2,2,34,0,-1,-2,-1,-2,0,10150,10713,0,8989,0,8828,4629,7610,0,5478,0,7415,0
130000,2,2,1,37,1,0,0,0,0,0,36182,31661,36419,45528,39542,37642,3910,16554,31458,13428,32748,20941,0
70000,1,2,1,56,0,-1,-1,0,0,-1,32745,25076,31070,25969,29718,28143,21327,16396,8005,19985,18145,1098,0
120000,2,2,1,41,0,0,0,0,0,-1,23914,31938,26087,27193,25808,25626,767,25725,25109,9822,19074,13020,0
90000,1,2,2,51,-1,-1,0,0,0,0,68313,54777,42531,51071,55320,50671,28417,31392,34749,32034,50167,32142,0
50000,2,3,2,30,-1,-1,-1,-1,-1,-1,20845,18070,16949,18561,21682,19161,19730,8735,5571,3134,6264,10032,0
70000,2,2,1,57,0,0,1,-2,1,0,27603,25338,22465,0,24338,19382,20382,11974,1087,0,4606,16253,0
60000,2,1,2,32,1,1,0,-2,-1,-1,28733,20196,22511,0,23797,23349,13955,20,8965,0,11205,19438,0
200000,2,2,2,43,0,-1,0,0,2,2,37187,32692,36481,31036,24921,26344,33292,18856,31910,11819,2471,1846,0
50000,1,4,1,38,-1,-1,-2,0,0,0,20038,19049,0,15561,19033,16318,5099,13385,0,6966,10486,13758,0
100000,1,3,2,38,0,1,1,0,0,1,8015,7973,7182,8121,8986,7686,1917,461,604,5774,4048,531,0
250000,1,2,1,41,-2,-1,0,0,0,0,0,63929,41397,50958,36901,42480,0,28543,15072,36346,18862,31180,0
60000,2,2,2,30,1,1,0,0,-1,0,24159,28076,18431,22062,21238,24571,1187,92,16316,8478,12994,6036,1
150000,2,1,2,34,0,-1,-1,-1,0,0,33977,40889,37433,29030,33347,37145,18488,36445,27358,7937,26141,25032,1
90000,1,2,2,40,1,-2,0,0,0,0,35894,0,26807,26072,37988,32930,1764,0,15716,15160,31995,14897,0
280000,2,1,2,34,-1,0,0,-1,-1,-1,7319,7977,6779,8212,6899,8745,2503,7867,3258,5208,6583,3707,0
90000,1,2,2,33,2,3,1,0,-1,-2,67405,53475,58291,69863,57163,0,3939,4467,7328,50311,54318,0,1
50000,1,1,1,33,2,1,0,1,2,2,25929,22269,31683,25855,22823,17260,661,3470,26766,2201,3784,1386,0
140000,2,1,1,44,3,1,0,0,-1,-1,77775,101931,113429,100545,97188,89265,4780,20017,111932,31721,30630,71659,1
100000,2,3,1,34,-2,1,1,2,1,0,0,24003,27842,35574,24350,24362,0,4106,201,340,2768,19938,0
90000,2,1,1,66,0,-1,-1,0,0,0,11899,8184,9632,10511,8167,11654,4159,2582,8422,5363,5440,6404,0
80000,2,1,1,31,0,0,0,-1,-1,0,15347,17662,14931,15723,11752,17207,13227,10321,10004,2324,9536,12903,0
150000,1,2,2,30,-1,-1,0,1,-2,1,82882,97762,95847,75910,0,81888,54947,22182,18443,10744,0,283,0
110000,1,1,1,36,-2,0,0,-2,0,0,0,49240,48259,0,48321,53905,0,42912,7705,0,25656,50236,0
120000,2,3,2,34,-1,-1,-1,-1,-1,0,61118,61910,45018,51603,60630,40133,13934,29088,31256,19044,24209,11059,0
290000,2,2,1,45,-1,-1,0,-1,-1,-1,150694,164707,165718,146815,172846,163965,96540,102528,44920,140554,75141,64701,0
80000,2,1,1,42,-1,0,0,-1,-1,0,41696,47533,42386,46108,46314,37124,31257,40306,13151,27896,19673,30653,0
90000,2,3,1,34,0,0,0,1,1,2,2184,2272,2020,1791,1681,1971,1667,1022,1343,96,81,22,0
340000,2,1,2,38,2,1,-2,0,-1,-1,235394,221407,0,204758,166253,174873,2454,2914,0,176708,100855,10240,0
60000,2,2,1,40,0,0,-2,1,2,-2,40329,34273,0,38159,51055,0,28713,29035,0,453,3906,0,0
170000,1,1,1,33,-1,-1,-1,-1,-1,-1,21513,25970,21213,23780,26697,21973,13767,14680,18268,17026,13676,18592,0
100000,2,2,2,51,-2,-1,-1,0,-1,-1,0,20894,13177,17544,13619,14516,0,6325,9360,13234,10993,10446,0
230000,1,2,2,38,0,0,0,0,-1,-1,71270,69818,61800,67602,63333,49690,68642,11764,17676,42462,62117,33162,0
140000,2,1,2,40,0,0,0,0,-1,0,94687,104003,109599,108013,108109,101043,76191,49864,61802,84554,64129,57265,0
120000,1,2,2,35,2,0,0,0,0,0,35206,43833,33158,36071,36984,33619,5677,31710,25590,25323,3956,15543,0
40000,2,1,2,49,1,1,1,0,0,-1,7525,9377,8726,7729,8390,8810,282,350,1110,3892,8021,3078,1
80000,2,2,1,64,0,0,1,1,0,0,13326,13282,15245,12852,13220,11059,7360,12721,214,664,8505,10392,0
110000,2,2,1,37,0,0,1,-2,-2,-2,6040,6596,6880,0,0,0,3332,4920,779,0,0,0,0
150000,1,1,1,51,1,0,0,-1,-2,0,81357,69424,67586,81490,0,78151,10502,29120,52431,67509,0,30120,0
100000,1,2,2,39,0,0,0,0,0,-2,69645,83165,58002,65052,72188,0,41398,26820,35310,33439,48313,0,0
310000,1,2,2,37,-1,-1,-1,-1,-1,-1,139773,130945,102912,80936,89040,87890,39847,87936,29244,65932,53453,56834,0
90000,2,3,1,56,-1,0,-2,0,0,1,3548,3397,0,3462,4016,3460,2593,1463,0,2591,3021,84,0
70000,2,3,2,33,0,2,2,0,0,0,50610,52689,59844,59764,27918,59431,46907,1430,526,22684,24110,41873,0
160000,2,1,1,44,0,1,0,-2,-1,-1,57356,29645,44744,0,54456,60540,43248,2280,35368,0,29858,12254,0
150000,1,1,2,63,0,0,0,0,0,-1,19499,21661,21946,20085,18616,21269,10290,16986,6170,10408,6203,19867,0
80000,2,2,2,31,0,2,1,1,1,1,20914,22030,27574,26090,19977,15854,11408,845,7119,4142,240,473,1
60000,1,1,2,30,0,0,0,0,-1,-1,45989,29406,49162,50724,38457,46075,28309,7734,46571,32558,24847,20479,0
80000,1,1,1,44,0,0,0,0,0,-1,35064,41832,36269,43264,39494,47713,14695,12301,28314,37170,24763,40754,0
20000,1,2,2,33,1,0,1,-2,0,1,10517,10367,11110,0,10203,7739,1558,3976,621,0,6826,374,0
50000,2,2,3,33,0,0,0,-1,-1,-1,14632,19557,14530,15885,11143,16811,6648,13296,5794,11634,8396,10805,0
40000,1,1,1,47,1,1,1,0,-2,-1,21416,19892,15410,21609,0,19952,1911,1309,325,17157,0,11246,1
30000,1,3,3,30,0,0,0,-1,0,1,3956,4600,4639,5064,4797,3827,2300,3812,825,4470,4510,414,0
110000,2,3,2,33,0,1,0,0,0,0,20402,20983,16495,21910,20620,19066,16356,6287,9096,11724,15006,2729,0
80000,2,3,1,39,1,0,-1,0,0,-1,40225,36647,46877,51839,45068,31547,2449,16615,39706,37642,7013,15972,0
220000,2,3,2,41,-1,-1,0,0,1,0,77707,71747,73675,76647,77746,75348,63825,54269,44085,73824,6710,49801,0
70000,1,1,2,31,0,0,-1,-1,-2,-1,19323,15959,16397,24310,0,17543,15632,15667,11942,17105,0,13491,0
140000,1,1,1,34,-1,0,0,-2,0,0,41915,32892,29607,0,35229,16284,25636,5436,21838,0,28871,10092,0
140000,2,3,2,30,0,0,0,-1,-1,-1,12375,12830,10465,12208,9792,9819,1491,6464,2960,5335,8349,8315,0
70000,2,2,2,36,2,2,3,3,3,-2,33607,41717,27535,26522,28987,0,12614,2519,633,859,1346,0,1
390000,2,1,1,35,2,1,0,-2,-1,-1,131508,178042,199268,0,173571,177691,3849,28,60797,0,114581,103704,0
120000,2,2,1,33,-1,-1,0,-1,-1,-1,9990,11098,10778,7972,9317,6354,3885,2541,6939,6376,5639,466,0
30000,1,2,1,52,0,0,0,0,0,1,5387,4384,4708,5452,4470,5279,4451,638,2570,4206,2828,549,0
380000,2,2,2,32,0,0,0,0,0,1,25362,20786,19171,18543,19654,17844,17094,15843,14991,17393,10800,2067,0
70000,2,2,1,35,0,0,2,0,0,-1,15710,15249,11597,13347,13352,10100,7312,13096,57,5585,10320,4404,0
190000,2,1,1,31,0,0,0,1,0,-1,34175,35441,41219,40702,39350,28269,25874,18147,16656,1471,9342,9961,0
180000,2,1,2,42,1,1,0,1,1,1,126408,131420,135314,113621,97351,99827,11492,304,32752,11418,11287,6960,1
30000,1,2,1,48,8,3,2,0,-2,1,21369,18175,18834,21454,0,12346,9486,2801,590,7117,0,779,1
50000,2,2,2,45,-1,-1,0,-1,0,0,10243,11454,12732,10743,8079,9315,4865,3455,10662,6257,3853,6609,0
60000,1,1,1,31,0,-2,2,3,2,1,25928,0,35230,28531,29576,23860,11831,0,1991,2373,1045,68,0
70000,1,2,2,35,0,1,0,0,0,1,53911,49820,50132,41252,33299,45309,52862,6059,39862,26153,27016,8495,0
50000,1,3,1,43,0,0,1,2,1,0,12632,14987,9743,11832,11503,12953,8298,7907,1271,449,195,5296,0
90000,1,2,1,33,-2,0,1,5,-2,1,0,26432,27007,17170,0,22550,0,19310,954,1563,0,4387,0
90000,2,2,2,45,-1,-1,-1,-1,-1,-1,12297,9052,12568,10438,11137,10563,4997,7986,5949,7880,5225,9817,0
240000,2,1,2,50,0,0,0,0,0,0,103251,81504,101194,91948,88591,57398,99243,65201,56193,44962,78681,43327,1
90000,1,1,2,31,0,0,0,0,-1,-1,13707,19318,18894,14748,17024,20912,9085,14196,15306,8058,15902,10665,1
290000,1,1,1,44,0,0,0,-1,0,-1,200722,181537,207593,182498,241469,195944,105149,65562,190715,57055,217023,154100,0
100000,2,2,2,51,0,0,0,0,0,-1,27642,25863,20892,27888,18216,16008,20445,22229,14699,27305,14715,11713,0
70000,2,3,1,43,-1,-1,-2,-2,0,0,34663,30164,0,0,31102,26128,27944,26368,0,0,889,13497,0
130000,2,1,1,46,1,0,0,0,0,0,72356,97568,71615,109506,80274,79392,671,81310,65000,61532,75342,38315,0
120000,2,1,1,32,2,-2,0,-1,-1,-1,59159,0,53260,67158,51981,64935,18229,0,23861,22963,23124,36208,1
50000,1,2,1,37,0,0,0,-1,-1,-2,11385,8633,10775,10063,8315,0,8030,6941,8181,3764,3840,0,0
30000,2,2,1,56,0,-1,-1,-1,0,0,5357,4651,4205,2920,4356,4056,2444,1288,2183,946,3984,1726,0
130000,2,2,2,31,0,-1,-1,0,0,0,11043,9200,7614,7755,7311,8327,9295,6290,5732,6133,5912,4885,0
330000,1,2,2,40,1,1,-1,0,-1,-1,189977,138992,171630,184261,164558,187135,39846,15509,126422,110287,115165,140566,1
30000,1,3,2,36,0,-2,-2,1,0,0,8002,0,0,8617,6935,6562,3620,0,0,24,4349,5129,1
80000,2,2,2,43,0,0,0,0,0,1,8134,6198,6667,6128,6898,4933,6185,5373,5582,5355,586,543,0
140000,2,2,2,42,-1,-1,0,0,0,0,25380,22144,23669,22391,21029,20092,20400,10260,10079,20026,12009,12649,0
50000,2,3,2,32,0,0,0,0,0,-1,6746,5400,6119,7499,5655,6563,3771,2073,5388,6012,4027,3428,1
110000,2,1,2,53,-2,0,1,0,0,0,0,5260,3708,4262,4009,4406,0,1841,462,1673,1638,3558,0
100000,2,1,1,45,0,0,-1,-1,-1,0,30555,30135,27792,25523,27915,25775,18825,23005,25784,16818,23498,21171,0
190000,2,1,1,33,1,1,1,0,0,-1,102863,103848,76464,71639,107843,85597,813,21860,4708,51437,49200,73358,1
110000,2,2,2,32,0,-1,-1,0,0,-1,63948,57059,59804,50035,59107,54379,53966,21145,18603,15477,45601,31039,0
90000,2,2,2,38,-2,2,0,1,0,0,0,2479,2208,2836,2449,2657,0,417,1841,1122,2175,2332,0
30000,1,1,2,32,0,0,0,0,-1,-2,1710,1679,1574,1969,1570,0,1218,368,785,1003,1095,0,1
250000,1,2,1,31,0,0,0,1,0,1,33816,26623,27671,33965,22811,26784,24798,16427,13776,1762,20232,578,0
110000,1,3,2,41,0,0,0,1,0,0,39003,48181,42905,49178,59409,39455,37825,23981,40758,495,51580,33816,0
120000,2,2,1,32,0,-2,1,0,-1,-1,49887,0,42473,25706,38333,43564,37778,0,1489,14726,30408,42848,0
100000,1,3,1,31,0,1,1,1,0,0,28837,22510,24032,19794,17355,25045,10881,1745,765,1149,1252,11037,0
50000,2,2,1,39,0,0,0,1,0,0,23502,25196,21737,29389,24590,25311,14327,18202,13765,6266,9710,5242,0
70000,2,3,2,36,0,0,0,0,-1,0,7532,10915,7759,6649,7525,10367,2152,8355,4621,5313,6031,7917,1
110000,1,2,1,31,1,0,0,0,0,1,68489,77058,58168,59530,77133,53224,12678,43402,34315,44811,66715,3303,1
10000,1,2,2,45,0,2,2,0,1,1,4633,3968,4775,4690,3488,4930,2507,565,246,3313,167,44,0
200000,2,2,2,36,0,0,0,-1,0,0,78748,87589,75985,75096,70617,68965,20944,68533,43563,38017,56084,47701,0
100000,2,1,2,33,-1,0,1,1,1,0,37630,34713,37496,30964,32666,26461,36757,26502,5202,9569,3454,15007,0
30000,2,2,1,30,0,0,0,0,0,-1,18000,15500,13637,17706,16968,18361,11347,9012,7414,7645,8491,13557,0
360000,1,2,1,33,0,0,0,0,-1,-1,110961,125069,75621,104308,87437,111903,99153,51854,68291,84374,33704,55750,0
40000,1,2,1,31,0,0,0,0,0,0,12685,11765,12334,14243,13558,13061,10907,3988,3831,11670,8969,9301,0
70000,2,1,2,44,1,0,-1,0,-1,0,10531,11912,7988,10452,9009,13375,71,6518,6854,7491,8044,4641,1
110000,1,2,3,31,0,0,0,-1,-1,-1,62935,66448,55528,49926,53570,53933,33409,60662,31649,37996,35316,30018,0
80000,1,2,1,40,0,0,-1,0,-2,0,30512,44928,49848,42597,0,31349,12174,28048,23564,27413,0,14638,1
80000,2,2,2,51,0,-1,-1,-1,-1,-1,15537,19715,18401,15910,18832,17273,9828,17540,15523,7924,12005,13136,0
30000,2,2,2,34,-2,1,0,0,0,-1,0,8022,6346,7351,5918,5275,0,337,1480,6717,271,4929,0
50000,1,2,2,37,0,0,0,0,0,1,36154,36367,30388,32815,30577,19739,25037,28303,12145,26381,12260,1757,0
160000,2,1,1,45,0,0,-1,-1,-1,-1,4756,5495,4962,4116,6347,6374,4450,5328,2149,3451,5960,2072,0
230000,2,1,2,49,-1,-2,0,0,-1,-1,119695,0,175117,149564,147878,119268,63295,0,108804,42519,50110,40862,0
80000,1,1,1,34,0,-2,0,0,0,0,19009,0,19338,20516,13793,14588,2247,0,13750,14606,9344,3604,0
100000,2,2,1,30,1,1,1,-2,0,-2,37767,36157,30249,0,30929,0,4966,7568,2274,0,22424,0,1
30000,2,3,2,55,0,-1,0,0,0,3,2725,2145,2572,3454,2741,2599,1489,1738,1314,3290,2172,456,0
100000,1,2,2,37,0,0,0,0,-1,0,29353,28195,25441,28441,26422,23149,12370,15032,24582,21038,20629,18114,0
60000,2,2,3,33,0,0,-1,-1,-1,-1,4164,2687,2870,2955,2890,3788,3611,2380,2657,1260,739,589,0
140000,2,2,2,31,0,-2,-1,-1,-1,-1,105854,0,92361,87379,99666,82767,99148,0,72753,32063,64204,41107,0
90000,2,1,1,34,0,0,0,1,2,2,34223,36564,32056,36648,35180,33962,13234,23064,27550,1052,603,314,0
90000,1,1,1,34,0,1,1,1,0,0,19519,22246,16994,17488,12967,15048,16086,40,3071,2159,10641,14103,0
150000,2,3,1,43,0,0,-1,0,0,-2,132900,77178,106453,130653,132407,0,75443,34114,47689,105589,36295,0,0
50000,2,1,2,35,0,0,0,-1,-1,-2,22193,24425,22941,24421,20219,0,14844,10322,6096,9159,12433,0,0
70000,1,3,2,33,-2,0,0,-1,-1,-2,0,12166,18794,14018,15103,0,0,7695,7291,11682,10114,0,1
60000,1,1,2,37,0,0,0,0,1,2,26787,25555,22347,23046,17479,27082,20074,17922,20273,16816,763,2381,0
60000,2,3,1,43,0,0,0,-2,0,0,46595,49351,38914,0,48886,40349,27164,28684,24621,0,30707,26042,1
90000,2,2,1,38,0,0,0,0,-2,1,57808,36762,37676,42968,0,35796,11000,17241,18447,24207,0,4021,0
280000,2,3,2,48,2,2,1,0,0,0,54489,50698,46165,50761,43382,45805,4793,3963,2406,41317,37356,21089,1
100000,1,1,2,36,-2,0,0,0,0,2,0,46535,31652,40774,33828,24467,0,20891,24559,35587,28310,4808,0
50000,2,1,1,42,0,1,0,0,0,0,9905,7514,8598,7450,8545,6509,5942,574,4599,5156,5210,4904,0
230000,2,2,2,31,1,2,2,2,0,0,121543,111261,119114,109143,135788,87835,4985,15383,19086,4992,77634,32584,1
50000,2,2,2,40,-2,0,0,-1,-1,0,0,12555,11186,9821,12188,11348,0,6525,10338,7713,9368,2361,0
190000,2,2,1,39,0,0,0,-2,0,0,49064,55282,49180,0,36110,43596,29998,43810,34586,0,10344,13519,0
